Module (or Feature),Analysis,P value,Adj. p value,Direction
Hematopoetic progrenitor Cell,Longitudinal analysis DFSO Child population - 1|5 shape,0.012880203573488208,0.07298782024976652,Mild
Hematopoetic progrenitor Cell,Longitudinal analysis DFSO Child population - 2|5 shape,0.001078806843830727,0.027509574517683537,Mild
Hematopoetic progrenitor Cell,Longitudinal analysis DFSO Child population - 3|4 shape,0.04627650884369094,0.19667516258568649,Severe
Hematopoetic progrenitor Cell,Longitudinal analysis DFSO Child population - 3|5 shape,0.04075869173855405,0.28445684092043305,Mild
Hematopoetic progrenitor Cell,Longitudinal analysis DFSO Child population - 4|5 shape,8.079299041503432e-6,4.12044251116675e-4,Mild
Monocytes (CD14-CD16+),Longitudinal analysis DFSO Child population - 1|4 average,0.008726839868519133,0.021826321836405236,Mild
Monocytes (CD14-CD16+),Longitudinal analysis DFSO Child population - 1|5 average,0.031607896554626466,0.08607096859984156,Severe
Monocytes (CD14-CD16+),Longitudinal analysis DFSO Child population - 1|5 shape,0.040570842968424385,0.15916253779920336,Mild
Monocytes (CD14-CD16+),Longitudinal analysis DFSO Child population - 2|4 average,0.0010471223520450324,0.004107941534945896,Mild
Monocytes (CD14-CD16+),Longitudinal analysis DFSO Child population - 2|4 shape,0.026578126214839612,0.1661221919027024,Severe
Monocytes (CD14-CD16+),Longitudinal analysis DFSO Child population - 3|4 average,0.0036675872025921635,0.015848552539345473,Mild
Monocytes (CD14-CD16+),Longitudinal analysis DFSO Child population - 3|4 shape,0.0273235581548961,0.1393501465899701,Severe
Monocytes (CD14+CD16-),Longitudinal analysis DFSO Child population - 2|4 average,2.3347762868685355e-5,1.763634604331098e-4,Mild
Monocytes (CD14+CD16-),Longitudinal analysis DFSO Child population - 2|5 average,7.642025052989126e-4,0.038974327770244545,Mild
Monocytes (CD14+CD16-),Longitudinal analysis DFSO Child population - 3|4 average,0.01764126999217355,0.047352882610571106,Mild
Monocytes (CD14+CD16+),Longitudinal analysis DFSO Child population - 1|4 average,0.002340596633148354,0.00852645916361186,Mild
Monocytes (CD14+CD16+),Longitudinal analysis DFSO Child population - 1|4 shape,0.006809626006602254,0.08682273158417875,Severe
Monocytes (CD14+CD16+),Longitudinal analysis DFSO Child population - 2|4 average,3.0292997511961603e-4,0.001404493521009129,Mild
Monocytes (CD14+CD16+),Longitudinal analysis DFSO Child population - 3|4 average,0.0035839367943786117,0.015848552539345473,Mild
Monocytes (CD14+CD16+),Longitudinal analysis DFSO Child population - 3|4 shape,0.026719940990871372,0.1393501465899701,Severe
Neutrophil (CD16hi),Longitudinal analysis DFSO Child population - 1|4 average,0.004424097799708915,0.011875209883429192,Severe
Neutrophil (CD16hi),Longitudinal analysis DFSO Child population - 2|4 average,2.156471000860822e-5,1.763634604331098e-4,Severe
Neutrophil (CD16hi),Longitudinal analysis DFSO Child population - 2|4 shape,0.044910695617474836,0.19862402976967278,Mild
Neutrophil (CD16hi),Longitudinal analysis DFSO Child population - 3|4 average,0.002113227192343962,0.015396369544220294,Severe
Neutrophil (CD16low),Longitudinal analysis DFSO Child population - 1|4 average,0.00898730899146098,0.021826321836405236,Severe
Neutrophil (CD16low),Longitudinal analysis DFSO Child population - 2|5 average,0.025284607426259154,0.15943101379935026,Mild
Neutrophil (CD16low),Longitudinal analysis DFSO Child population - 2|5 shape,0.006850411036159389,0.0582284938073548,Severe
Neutrophil (CD16low),Longitudinal analysis DFSO Child population - 3|5 average,0.022163668538357446,0.44038856751128014,Severe
Neutrophil (CD16low),Longitudinal analysis DFSO Child population - 3|5 shape,0.0280290898213868,0.28445684092043305,Severe
NK Cell (CD56hi CD16low),Longitudinal analysis DFSO Child population - 1|2 shape,0.03249714527629638,0.23676491558444504,Severe
NK Cell (CD56hi CD16low),Longitudinal analysis DFSO Child population - 1|3 average,0.0017570281018799074,0.029869477731958426,Mild
NK Cell (CD56hi CD16low),Longitudinal analysis DFSO Child population - 1|4 average,0.01456259239119861,0.03375873690686951,Mild
NK Cell (CD56hi CD16low),Longitudinal analysis DFSO Child population - 2|4 average,0.0016881670319245257,0.005739767908543387,Mild
NK Cell (CD56hi CD16low),Longitudinal analysis DFSO Child population - 2|5 average,0.04938585527790392,0.15943101379935026,Mild
NK Cell (CD56low CD16hi CD57hi),Longitudinal analysis DFSO Child population - 1|2 average,0.03637787892945775,0.2837433633005453,Mild
NK Cell (CD56low CD16hi CD57hi),Longitudinal analysis DFSO Child population - 1|4 average,0.001067658825552717,0.004537550008599047,Mild
NK Cell (CD56low CD16hi CD57hi),Longitudinal analysis DFSO Child population - 1|5 average,0.004563508044303058,0.031397892388320754,Mild
NK Cell (CD56low CD16hi CD57hi),Longitudinal analysis DFSO Child population - 1|5 shape,0.035318187266496784,0.15916253779920336,Mild
NK Cell (CD56low CD16hi CD57hi),Longitudinal analysis DFSO Child population - 2|4 average,0.0195360653610938,0.04528815151889926,Mild
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis DFSO Child population - 1|4 average,6.938031788718919e-8,1.1794654040822164e-6,Mild
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis DFSO Child population - 1|5 average,0.0019307201298928843,0.016500394295492934,Mild
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis DFSO Child population - 1|5 shape,0.01525515833137192,0.0778013074899968,Mild
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis DFSO Child population - 2|4 average,6.413645371927044e-6,1.0903197132275975e-4,Mild
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis DFSO Child population - 2|5 average,0.013590755117584436,0.1155214184994677,Severe
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis DFSO Child population - 3|4 average,4.2403415072552803e-4,0.005406435421750482,Mild
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis DFSO Child population - 3|5 shape,0.004432789564010307,0.11303613388226282,Mild
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis DFSO Child population - 4|5 average,0.040331512048819365,0.6272941866007216,Severe
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis DFSO Child population - 4|5 shape,0.003557453879653698,0.0907150739311693,Mild
Plasmacytoid DC,Longitudinal analysis DFSO Child population - 1|3 average,0.01385326003771067,0.1177527103205407,Mild
Plasmacytoid DC,Longitudinal analysis DFSO Child population - 1|4 average,1.4195409274524715e-10,7.239658730007605e-9,Mild
Plasmacytoid DC,Longitudinal analysis DFSO Child population - 1|5 average,0.007242709358270476,0.031397892388320754,Mild
Plasmacytoid DC,Longitudinal analysis DFSO Child population - 2|4 average,1.970437302630335e-6,9.454246600965766e-5,Mild
Plasmacytoid DC,Longitudinal analysis DFSO Child population - 3|4 average,2.6571891483820806e-6,1.3551664656748612e-4,Mild
T Cell,Longitudinal analysis DFSO Child population - 1|4 average,6.407717174638361e-7,8.16983939766391e-6,Mild
T Cell,Longitudinal analysis DFSO Child population - 1|5 average,2.4657040250989565e-5,0.0012575090528004677,Mild
T Cell,Longitudinal analysis DFSO Child population - 2|4 average,3.7075476866532416e-6,9.454246600965766e-5,Mild
T Cell,Longitudinal analysis DFSO Child population - 2|5 average,0.0036625866847772837,0.062263973641213825,Severe
T Cell,Longitudinal analysis DFSO Child population - 2|5 shape,0.00618802529203554,0.0582284938073548,Mild
T Cell,Longitudinal analysis DFSO Child population - 3|4 average,2.5112385793610065e-4,0.004269105584913711,Mild
T Cell,Longitudinal analysis DFSO Child population - 4|5 average,0.04444858437901333,0.6272941866007216,Severe
T Cell,Longitudinal analysis DFSO Child population - 4|5 shape,0.016315518694674555,0.160157479102093,Mild
Tier3_CD8_Undefined,Longitudinal analysis DFSO Child population - 1|3 average,0.03969835956310952,0.20246163377185852,Severe
Tier3_CD8_Undefined,Longitudinal analysis DFSO Child population - 1|3 shape,0.041020819067869044,0.1966671655422502,Severe
Tier3_CD8_Undefined,Longitudinal analysis DFSO Child population - 2|3 shape,0.013208254937718596,0.09623157168909263,Severe
Tier3_CD8_Undefined,Longitudinal analysis DFSO Child population - 3|4 average,0.006661123774395048,0.026132100961088263,Mild
Tier3_CD8_Undefined,Longitudinal analysis DFSO Child population - 3|4 shape,0.0042710130783572935,0.034751182285593825,Mild
Tier4_nonTreg_Undefined,Longitudinal analysis DFSO Child population - 1|3 average,0.03758989938877239,0.20246163377185852,Severe
Tier4_nonTreg_Undefined,Longitudinal analysis DFSO Child population - 1|3 shape,0.03480991518250799,0.1966671655422502,Severe
Tier4_nonTreg_Undefined,Longitudinal analysis DFSO Child population - 2|3 shape,0.017975036136144734,0.11459085536792268,Severe
Tier4_nonTreg_Undefined,Longitudinal analysis DFSO Child population - 3|4 average,0.021755831985980696,0.05547737156425077,Mild
Tier4_Treg_Undefined,Longitudinal analysis DFSO Child population - 1|2 shape,0.0038314695731509613,0.06513498274356634,Mild
Tier4_Treg_Undefined,Longitudinal analysis DFSO Child population - 1|3 shape,0.042418408254210824,0.1966671655422502,Mild
Tier4_Treg_Undefined,Longitudinal analysis DFSO Child population - 1|4 average,3.4634772061121485e-6,2.9439556251953262e-5,Severe
Tier4_Treg_Undefined,Longitudinal analysis DFSO Child population - 1|4 shape,8.210518255666125e-7,4.187364310389724e-5,Mild
Tier4_Treg_Undefined,Longitudinal analysis DFSO Child population - 1|5 average,0.032065654968568426,0.08607096859984156,Severe
Tier4_Treg_Undefined,Longitudinal analysis DFSO Child population - 2|4 average,3.11229636058429e-5,1.763634604331098e-4,Mild
Tier4_Treg_Undefined,Longitudinal analysis DFSO Child population - 2|4 shape,0.0016231110744817073,0.027592888266189025,Mild
B Cell,Longitudinal analysis DFSO Parent population of non granulocytes - overall shape,5.626280079463951e-4,0.005206076011130141,Severe
B Cell,Longitudinal analysis DFSO Parent population of non granulocytes - overall average,0.004994918484137907,0.010988820665103396,Mild
CD4+ T Cell,Longitudinal analysis DFSO Parent population of non granulocytes - overall average,9.541384268374173e-4,0.00349850756507053,Mild
CD8+ T Cell,Longitudinal analysis DFSO Parent population of non granulocytes - overall shape,0.007917805004205865,0.02903195168208817,Mild
Conventional DC,Longitudinal analysis DFSO Parent population of non granulocytes - overall average,0.007446418148679318,0.013651766605912082,Severe
Hematopoetic progrenitor Cell,Longitudinal analysis DFSO Parent population of non granulocytes - overall shape,0.01624947568536794,0.044686058134761834,Mild
ILC,Longitudinal analysis DFSO Parent population of non granulocytes - overall shape,9.465592747509346e-4,0.005206076011130141,Severe
Monocytes,Longitudinal analysis DFSO Parent population of non granulocytes - overall average,0.0017947924059356036,0.00493567911632291,Severe
NK Cell,Longitudinal analysis DFSO Parent population of non granulocytes - overall shape,0.021242258985933973,0.04673296976905474,Mild
NK Cell,Longitudinal analysis DFSO Parent population of non granulocytes - overall average,0.012718146138321134,0.01998565821736178,Severe
Plasmacytoid DC,Longitudinal analysis DFSO Parent population of non granulocytes - overall average,1.3982302894565585e-6,1.5380533184022143e-5,Mild
T Cell,Longitudinal analysis DFSO Parent population of non granulocytes - overall shape,0.047514802210061505,0.08711047071844609,Mild
T Cell,Longitudinal analysis DFSO Parent population of non granulocytes - overall average,7.116081823100615e-5,3.913845002705338e-4,Mild
B Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 1|2 shape,0.04179708485625191,0.22399926723345054,Mild
B Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 1|4 shape,0.009683416214897433,0.053258789181935884,Mild
B Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 1|5 shape,0.026268231666065917,0.14447527416336253,Severe
B Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 2|4 average,0.013465569382876076,0.029624252642327372,Severe
B Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 3|4 average,0.018557270195948817,0.0408259944310874,Severe
B Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 3|5 shape,0.013682033237737664,0.0651978472077112,Severe
CD4+ T Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 1|4 average,0.0017317754425214553,0.003174921644622668,Mild
CD4+ T Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 1|5 average,0.014168199110977775,0.051950063406918504,Mild
CD4+ T Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 2|4 average,0.004454847265394909,0.015594418675642789,Mild
CD4+ T Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 2|5 average,0.012024344146137868,0.04450231887370333,Mild
CD4+ T Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 3|4 average,0.010093167395515386,0.03700828045022308,Mild
CD8+ T Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 1|3 shape,0.04658837797940416,0.31127386787721323,Severe
CD8+ T Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 1|4 shape,0.04785913556170324,0.1316126227946839,Severe
Conventional DC,Longitudinal analysis DFSO Parent population of non granulocytes - 1|4 average,3.741325829975092e-4,0.0010288646032431503,Mild
Conventional DC,Longitudinal analysis DFSO Parent population of non granulocytes - 2|4 average,0.005670697700233741,0.015594418675642789,Mild
Conventional DC,Longitudinal analysis DFSO Parent population of non granulocytes - 3|4 average,0.0015943451211102788,0.008768898166106534,Mild
Hematopoetic progrenitor Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 1|4 average,0.039088976808334966,0.061425534984526374,Severe
Hematopoetic progrenitor Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 2|5 average,0.02464603563079029,0.06777659798467331,Severe
Hematopoetic progrenitor Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 2|5 shape,0.011857093838490042,0.06521401611169524,Mild
Hematopoetic progrenitor Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 4|5 shape,0.022542798474672734,0.12398539161070005,Mild
ILC,Longitudinal analysis DFSO Parent population of non granulocytes - 1|5 shape,0.0025241538273793667,0.027765692101173033,Severe
ILC,Longitudinal analysis DFSO Parent population of non granulocytes - 2|4 average,0.04954577558461352,0.09083392190512478,Severe
ILC,Longitudinal analysis DFSO Parent population of non granulocytes - 2|5 shape,1.7000949298960028e-12,1.870104422885603e-11,Severe
ILC,Longitudinal analysis DFSO Parent population of non granulocytes - 3|5 shape,4.437403088235568e-5,4.881143397059125e-4,Severe
ILC,Longitudinal analysis DFSO Parent population of non granulocytes - 4|5 shape,0.0011823662152808103,0.013006028368088913,Severe
Monocytes,Longitudinal analysis DFSO Parent population of non granulocytes - 1|2 average,0.006416694753324264,0.0705836422865669,Severe
Monocytes,Longitudinal analysis DFSO Parent population of non granulocytes - 1|4 average,5.99119322206764e-5,3.295156272137202e-4,Severe
Monocytes,Longitudinal analysis DFSO Parent population of non granulocytes - 1|5 average,6.469193004147914e-5,7.116112304562705e-4,Severe
Monocytes,Longitudinal analysis DFSO Parent population of non granulocytes - 2|5 average,0.012136996056464545,0.04450231887370333,Severe
Monocytes,Longitudinal analysis DFSO Parent population of non granulocytes - 3|5 average,0.0294818228724351,0.3243000515967861,Severe
NK Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 1|2 average,0.0269914847265097,0.14845316599580335,Mild
NK Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 1|2 shape,0.0029369869394493824,0.03230685633394321,Mild
NK Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 1|3 average,0.03830485773972868,0.14045114504567183,Mild
NK Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 1|4 average,4.726370253454135e-4,0.0010398014557599098,Mild
NK Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 1|4 shape,0.006435803448049413,0.053258789181935884,Severe
NK Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 1|5 average,0.047232398093729276,0.1298890947577555,Mild
Plasmacytoid DC,Longitudinal analysis DFSO Parent population of non granulocytes - 1|3 average,0.004511830721629271,0.04963013793792198,Mild
Plasmacytoid DC,Longitudinal analysis DFSO Parent population of non granulocytes - 1|4 average,1.1018322578945381e-12,1.212015483683992e-11,Mild
Plasmacytoid DC,Longitudinal analysis DFSO Parent population of non granulocytes - 2|4 average,2.0142263766315424e-6,2.2156490142946967e-5,Mild
Plasmacytoid DC,Longitudinal analysis DFSO Parent population of non granulocytes - 3|4 average,8.127391469262638e-6,8.940130616188902e-5,Mild
T Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 1|4 average,1.3063357337816207e-4,4.789897690532609e-4,Mild
T Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 1|4 shape,0.03183488220742857,0.11672790142723809,Severe
T Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 1|5 average,0.003230086118079741,0.017765473649438576,Mild
T Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 2|4 average,0.002612427575134784,0.014368351663241312,Mild
T Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 2|5 average,0.01145329564363266,0.04450231887370333,Mild
T Cell,Longitudinal analysis DFSO Parent population of non granulocytes - 3|4 average,0.01385278726822225,0.03809516498761119,Mild
B Cell (CD27+ non-switched memory),Longitudinal analysis DFSO Child population of non granulocytes - overall shape,0.028153178294768638,0.08269996124088287,Severe
B Cell (naive),Longitudinal analysis DFSO Child population of non granulocytes - overall shape,8.912823241377441e-5,0.0010472567308618494,Mild
B Cell (naive),Longitudinal analysis DFSO Child population of non granulocytes - overall average,0.0012094727451359732,0.014211304755347685,Severe
CD4+ NKT Cell,Longitudinal analysis DFSO Child population of non granulocytes - overall shape,1.1746283747807745e-13,5.5207533614696405e-12,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis DFSO Child population of non granulocytes - overall shape,8.976120189129531e-4,0.004943142879254881,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis DFSO Child population of non granulocytes - overall average,1.308264341728083e-4,0.0028688415169227936,Mild
CD4+ T Cell (EM CD27low),Longitudinal analysis DFSO Child population of non granulocytes - overall shape,2.758497414102815e-4,0.0021608229743805387,Mild
CD4+ T Cell (EM CD27low),Longitudinal analysis DFSO Child population of non granulocytes - overall average,0.006935689244667484,0.058330275497987985,Mild
CD4+ T Cell (EM CD57hi),Longitudinal analysis DFSO Child population of non granulocytes - overall shape,1.0746018695983362e-6,1.6835429290373934e-5,Mild
CD4+ T Cell (EM CD57hi),Longitudinal analysis DFSO Child population of non granulocytes - overall average,0.03246457460080427,0.16460882295316254,Mild
CD4+ Treg (CD39low),Longitudinal analysis DFSO Child population of non granulocytes - overall shape,0.011134691756987574,0.041395896341843555,Mild
CD4+ Treg (naive),Longitudinal analysis DFSO Child population of non granulocytes - overall shape,5.640283000765963e-4,0.003787047157657147,Severe
CD8+ NKT Cell,Longitudinal analysis DFSO Child population of non granulocytes - overall average,0.012887719881294628,0.0865318334886925,Mild
CD8+ T Cell (activated),Longitudinal analysis DFSO Child population of non granulocytes - overall shape,1.899485833834723e-4,0.0017855166838046399,Severe
CD8+ T Cell (CD161+ MAIT),Longitudinal analysis DFSO Child population of non granulocytes - overall shape,0.010712967470211877,0.041395896341843555,Mild
CD8+ T Cell (CM),Longitudinal analysis DFSO Child population of non granulocytes - overall shape,0.015851621323843722,0.050915023814152874,Mild
CD8+ T Cell (EMRA CD57low),Longitudinal analysis DFSO Child population of non granulocytes - overall shape,0.011449928775403536,0.041395896341843555,Mild
CD8+ T Cell (naive),Longitudinal analysis DFSO Child population of non granulocytes - overall average,0.019740593633075877,0.11597598759432078,Mild
Conventional DC,Longitudinal analysis DFSO Child population of non granulocytes - overall average,0.007446418148679318,0.058330275497987985,Severe
Hematopoetic progrenitor Cell,Longitudinal analysis DFSO Child population of non granulocytes - overall shape,0.01624947568536794,0.050915023814152874,Mild
ILC,Longitudinal analysis DFSO Child population of non granulocytes - overall shape,9.465592747509346e-4,0.004943142879254881,Severe
Monocytes (CD14+CD16-),Longitudinal analysis DFSO Child population of non granulocytes - overall average,1.8311754363336982e-4,0.0028688415169227936,Severe
NK Cell (CD56hi CD16low),Longitudinal analysis DFSO Child population of non granulocytes - overall shape,0.04937624908271944,0.12214124773093757,Severe
NK Cell (CD56low CD16hi CD57hi),Longitudinal analysis DFSO Child population of non granulocytes - overall shape,0.032019861490798704,0.08360741611486329,Mild
NK Cell (CD56low CD16hi CD57low),Longitudinal analysis DFSO Child population of non granulocytes - overall shape,8.375015228107696e-10,1.9681285786053087e-8,Mild
Plasmacytoid DC,Longitudinal analysis DFSO Child population of non granulocytes - overall average,1.3982302894565585e-6,6.571682360445825e-5,Mild
Tier3_CD8_Undefined,Longitudinal analysis DFSO Child population of non granulocytes - overall shape,0.031199074058465972,0.08360741611486329,Mild
Tier4_Treg_Undefined,Longitudinal analysis DFSO Child population of non granulocytes - overall shape,0.001368357551716517,0.00643128049306763,Mild
Tier4_Treg_Undefined,Longitudinal analysis DFSO Child population of non granulocytes - overall average,0.035023153819821816,0.16460882295316254,Severe
B Cell (CD27+ non-switched memory),Longitudinal analysis DFSO Child population of non granulocytes - 2|4 shape,0.03074247938227035,0.20747689693414134,Mild
B Cell (CD27+ non-switched memory),Longitudinal analysis DFSO Child population of non granulocytes - 3|4 shape,0.04048199997430416,0.1692883635289083,Mild
B Cell (naive),Longitudinal analysis DFSO Child population of non granulocytes - 1|2 shape,0.0010702123968983814,0.024396657973526994,Mild
B Cell (naive),Longitudinal analysis DFSO Child population of non granulocytes - 1|4 shape,2.41576433465976e-4,0.004201266429015392,Mild
B Cell (naive),Longitudinal analysis DFSO Child population of non granulocytes - 2|4 average,0.03914490731929523,0.18006657366875803,Severe
B Cell (naive),Longitudinal analysis DFSO Child population of non granulocytes - 3|4 average,0.022074890645049767,0.25386124241807234,Severe
B Cell (naive),Longitudinal analysis DFSO Child population of non granulocytes - 3|4 shape,0.010788784926531052,0.12407102665510711,Mild
B Cell (naive),Longitudinal analysis DFSO Child population of non granulocytes - 4|5 average,0.012784607940778124,0.5880919652757937,Mild
CD4+ NKT Cell,Longitudinal analysis DFSO Child population of non granulocytes - 1|3 shape,0.012414696981013686,0.1427690152816574,Severe
CD4+ NKT Cell,Longitudinal analysis DFSO Child population of non granulocytes - 1|5 average,0.02056459559226602,0.13513877103489097,Severe
CD4+ NKT Cell,Longitudinal analysis DFSO Child population of non granulocytes - 2|3 shape,6.261469676878471e-4,0.028802760513640967,Severe
CD4+ NKT Cell,Longitudinal analysis DFSO Child population of non granulocytes - 3|4 shape,0.0011541280254812629,0.03951821362910758,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis DFSO Child population of non granulocytes - 1|4 average,5.130994156450904e-4,0.004720514623934832,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis DFSO Child population of non granulocytes - 1|4 shape,0.008484192872220386,0.055753267446019675,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis DFSO Child population of non granulocytes - 1|5 average,0.0015530250115562679,0.03571957526579416,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis DFSO Child population of non granulocytes - 1|5 shape,0.039806553601220825,0.20345571840623974,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis DFSO Child population of non granulocytes - 2|4 average,7.78971690845602e-4,0.012138162191205896,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis DFSO Child population of non granulocytes - 2|4 shape,0.005545402827783768,0.08502951002601779,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis DFSO Child population of non granulocytes - 2|5 average,0.01259416471929349,0.19311052569583353,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis DFSO Child population of non granulocytes - 2|5 shape,0.02519609016370159,0.165574306790039,Mild
CD4+ T Cell (EM CD27hi),Longitudinal analysis DFSO Child population of non granulocytes - 4|5 shape,0.005209459175886661,0.05055606560747861,Mild
CD4+ T Cell (EM CD27low),Longitudinal analysis DFSO Child population of non granulocytes - 1|2 average,0.007263934371856885,0.16707049055270837,Mild
CD4+ T Cell (EM CD27low),Longitudinal analysis DFSO Child population of non granulocytes - 1|3 shape,0.019249626166248486,0.17709656072948607,Severe
CD4+ T Cell (EM CD27low),Longitudinal analysis DFSO Child population of non granulocytes - 1|5 average,0.01339692454131549,0.13513877103489097,Mild
CD4+ T Cell (EM CD27low),Longitudinal analysis DFSO Child population of non granulocytes - 2|4 shape,0.015621426606398713,0.1796464059735852,Severe
CD4+ T Cell (EM CD27low),Longitudinal analysis DFSO Child population of non granulocytes - 2|5 average,0.03308733989954837,0.30440352707584495,Severe
CD4+ T Cell (EM CD27low),Longitudinal analysis DFSO Child population of non granulocytes - 3|4 shape,0.01958664715083961,0.12871225270551742,Severe
CD4+ T Cell (EM CD27low),Longitudinal analysis DFSO Child population of non granulocytes - 4|5 shape,0.0031887679132089363,0.05055606560747861,Mild
CD4+ T Cell (EM CD57hi),Longitudinal analysis DFSO Child population of non granulocytes - 1|2 shape,0.0016051161996744087,0.024396657973526994,Severe
CD4+ T Cell (EM CD57hi),Longitudinal analysis DFSO Child population of non granulocytes - 1|4 average,0.016220846294928763,0.08290654772963589,Mild
CD4+ T Cell (EM CD57hi),Longitudinal analysis DFSO Child population of non granulocytes - 1|4 shape,2.5041235137058924e-4,0.004201266429015392,Severe
CD4+ T Cell (EM CD57hi),Longitudinal analysis DFSO Child population of non granulocytes - 2|3 average,0.03581946601677904,0.8721792218977331,Mild
CD4+ T Cell (EM CD57hi),Longitudinal analysis DFSO Child population of non granulocytes - 2|4 average,0.003099583978365191,0.035645215751199694,Mild
CD4+ T Cell (EM CD57hi),Longitudinal analysis DFSO Child population of non granulocytes - 3|4 shape,0.001718183201265547,0.03951821362910758,Severe
CD4+ T Cell (EM CD57hi),Longitudinal analysis DFSO Child population of non granulocytes - 3|5 shape,0.025567284658622104,0.15113159319672065,Mild
CD4+ T Cell (EM CD57hi),Longitudinal analysis DFSO Child population of non granulocytes - 4|5 shape,0.003416811299431764,0.05055606560747861,Mild
CD4+ Treg (CD39low),Longitudinal analysis DFSO Child population of non granulocytes - 1|2 shape,0.0011745413132501204,0.024396657973526994,Severe
CD4+ Treg (naive),Longitudinal analysis DFSO Child population of non granulocytes - 1|3 shape,0.0060774367556602135,0.09318736358678995,Severe
CD4+ Treg (naive),Longitudinal analysis DFSO Child population of non granulocytes - 1|4 shape,0.014143933775500068,0.08132761920912539,Severe
CD4+ Treg (naive),Longitudinal analysis DFSO Child population of non granulocytes - 2|5 average,0.011366281597244631,0.19311052569583353,Mild
CD8+ NKT Cell,Longitudinal analysis DFSO Child population of non granulocytes - 1|3 average,0.0012403968141007765,0.05705825344863572,Mild
CD8+ NKT Cell,Longitudinal analysis DFSO Child population of non granulocytes - 1|4 average,3.8693251247120907e-4,0.004449723893418904,Mild
CD8+ NKT Cell,Longitudinal analysis DFSO Child population of non granulocytes - 3|5 shape,0.03391471792251884,0.15600770244358667,Mild
CD8+ NKT Cell,Longitudinal analysis DFSO Child population of non granulocytes - 4|5 shape,0.0070542724571788715,0.054082755505038015,Mild
CD8+ T Cell (activated),Longitudinal analysis DFSO Child population of non granulocytes - 1|4 shape,4.0651896145070754e-4,0.004674968056683136,Severe
CD8+ T Cell (activated),Longitudinal analysis DFSO Child population of non granulocytes - 2|3 shape,0.01332460516282699,0.2043106124966805,Severe
CD8+ T Cell (activated),Longitudinal analysis DFSO Child population of non granulocytes - 2|4 shape,4.2012105345709366e-5,0.001932556845902631,Severe
CD8+ T Cell (activated),Longitudinal analysis DFSO Child population of non granulocytes - 3|4 shape,0.008821470918533655,0.12407102665510711,Severe
CD8+ T Cell (CD161+ MAIT),Longitudinal analysis DFSO Child population of non granulocytes - 1|5 average,0.04318459514766543,0.18059012516296452,Mild
CD8+ T Cell (CM),Longitudinal analysis DFSO Child population of non granulocytes - 1|4 shape,0.04280134358792434,0.18694599835498815,Mild
CD8+ T Cell (CM),Longitudinal analysis DFSO Child population of non granulocytes - 1|5 average,0.019410928750933632,0.13513877103489097,Severe
CD8+ T Cell (CM),Longitudinal analysis DFSO Child population of non granulocytes - 1|5 shape,0.016243632992027114,0.10674387394760675,Mild
