"","event_date","predicted","std.error","conf.low","conf.high","virus"
"70",35,6.84617192588301,0.122898081022179,6.60529611331045,7.08704773845556,"EBV.pbmc"
"71",36,6.85519030376056,0.109935186757626,6.63972129708193,7.07065931043919,"Control"
"72",36,6.85809278950104,0.126120530171271,6.61090109265425,7.10528448634782,"EBV.pbmc"
"73",37,6.86319439202383,0.112541891634402,6.64261633766839,7.08377244637927,"Control"
"74",37,6.870106448254,0.130005192088791,6.61530095395676,7.12491194255125,"EBV.pbmc"
"75",38,6.87129126024411,0.116754916637899,6.64245582861585,7.10012669187237,"Control"
"76",38,6.88218817986882,0.135452819194301,6.61670553264357,7.14767082709406,"EBV.pbmc"
"77",39,6.87944998176904,0.123391076499611,6.63760791581618,7.12129204772191,"Control"
"78",39,6.89431529339152,0.143224244450816,6.61360093255496,7.17502965422808,"EBV.pbmc"
"79",40,6.88763962994631,0.132640776409953,6.62766848530138,7.14761077459125,"Control"
"80",40,6.90646509786818,0.153498542428723,6.60561348302848,7.20731671270787,"EBV.pbmc"
