name,nt_e_value3,omic
Human immunodeficiency virus 1,8.317637711026742e-53,Nasal
Human immunodeficiency virus 1,4.6419451023934465e-56,Nasal
Human immunodeficiency virus 1,9.824263447582708e-56,Nasal
Enterovirus,2.0361042011319602e-53,Nasal
Anelloviridae,6.717381285473772e-47,Nasal
Human immunodeficiency virus 1,2.6109586865859443e-52,Nasal
Human immunodeficiency virus 1,9.824263447582708e-56,Nasal
Anelloviridae,5.5975760149509784e-139,Nasal
Human betaherpesvirus 5 (CMV),5.458835409516752e-53,Nasal
Human gammaherpesvirus 4 (EBV),5.312512929036568e-55,Nasal
Enterovirus,4.769798141192211e-55,Nasal
Enterovirus,6.63895920488697e-54,Nasal
Anelloviridae,8.574326166361788e-51,Nasal
Enterovirus,1.5631476426410147e-305,Nasal
Enterovirus,6.561452663029164e-308,Nasal
Enterovirus,9.862794856312745e-308,Nasal
Human gammaherpesvirus 4 (EBV),4.8629521918678575e-56,Nasal
Human gammaherpesvirus 4 (EBV),2.0234850496919657e-56,Nasal
Human gammaherpesvirus 4 (EBV),2.0234850496919657e-56,Nasal
Human gammaherpesvirus 4 (EBV),5.188000389289652e-53,Nasal
Anelloviridae,4.608928809808979e-47,Nasal
Enterovirus,1.225744632049806e-40,Nasal
Human betaherpesvirus 5 (CMV),5.782291742660292e-56,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Human gammaherpesvirus 4 (EBV),3.110999920424548e-56,Nasal
Human gammaherpesvirus 4 (EBV),3.869011316551103e-55,Nasal
Human gammaherpesvirus 4 (EBV),5.802297599818694e-56,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Human betaherpesvirus 5 (CMV),5.802297599818694e-56,Nasal
Human betaherpesvirus 5 (CMV),4.458615279480711e-56,Nasal
Enterovirus,2.149314655419159e-41,Nasal
Enterovirus,2.6546055619755364e-53,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Human gammaherpesvirus 4 (EBV),5.802297599818694e-56,Nasal
Human gammaherpesvirus 4 (EBV),6.932661572051164e-55,Nasal
Enterovirus,2.3157944032250705e-54,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Human betaherpesvirus 5 (CMV),2.0234850496919657e-56,Nasal
Human gammaherpesvirus 4 (EBV),6.267581644592111e-56,Nasal
Human gammaherpesvirus 4 (EBV),2.0234850496919657e-56,Nasal
Human gammaherpesvirus 4 (EBV),6.619116119411185e-56,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Human gammaherpesvirus 4 (EBV),2.2756213516313082e-54,Nasal
Enterovirus,1.2805602007037874e-51,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Human betaherpesvirus 5 (CMV),9.824263447582708e-56,Nasal
Human gammaherpesvirus 4 (EBV),7.937797216901222e-55,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Human immunodeficiency virus 1,5.802297599818694e-56,Nasal
Human betaherpesvirus 5 (CMV),2.0234850496919657e-56,Nasal
Human gammaherpesvirus 4 (EBV),2.0710949036603457e-60,Nasal
Human gammaherpesvirus 4 (EBV),8.195963204818505e-60,Nasal
Enterovirus,2.4154608344448366e-308,Nasal
Human gammaherpesvirus 4 (EBV),3.418219914176572e-56,Nasal
Human gammaherpesvirus 4 (EBV),3.4268887043278663e-56,Nasal
Enterovirus,5.458835409516752e-53,Nasal
Enterovirus,1.2022644346173688e-261,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Human gammaherpesvirus 4 (EBV),4.458615279480711e-56,Nasal
Human betaherpesvirus 5 (CMV),4.458615279480711e-56,Nasal
Human betaherpesvirus 5 (CMV),3.5850894827655273e-56,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Human betaherpesvirus 5 (CMV),9.5148073635176e-55,Nasal
Human betaherpesvirus 5 (CMV),1.1590442052227284e-52,Nasal
Human betaherpesvirus 5 (CMV),9.749896377173807e-56,Nasal
Human gammaherpesvirus 4 (EBV),4.769798141192211e-55,Nasal
Human betaherpesvirus 5 (CMV),9.824263447582708e-56,Nasal
Enterovirus,2.834653633489671e-51,Nasal
Enterovirus,8.076068613289816e-55,Nasal
Enterovirus,6.24597152533276e-51,Nasal
Human betaherpesvirus 6,9.824263447582708e-56,Nasal
Human betaherpesvirus 5 (CMV),2.617580218703829e-63,Nasal
Human betaherpesvirus 5 (CMV),2.800915455382912e-55,Nasal
Human gammaherpesvirus 4 (EBV),7.163083273130367e-56,Nasal
Human betaherpesvirus 5 (CMV),1.5177491558612385e-52,Nasal
Human gammaherpesvirus 4 (EBV),7.751754320690843e-54,Nasal
Enterovirus,8.558546212208263e-69,Nasal
Enterovirus,5.975854297155761e-54,Nasal
Human immunodeficiency virus 1,4.453485062698558e-56,Nasal
Enterovirus,1.4723125024327164e-49,Nasal
Enterovirus,4.357124805030865e-54,Nasal
Enterovirus,5.8884365535558355e-123,Nasal
Enterovirus,8.04081370120608e-53,Nasal
Enterovirus,1.870682140365763e-307,Nasal
Enterovirus,2.4819898435070757e-47,Nasal
Enterovirus,5.102699578594376e-54,Nasal
Human immunodeficiency virus 1,7.345138681571144e-56,Nasal
Human gammaherpesvirus 4 (EBV),1.8268378453085127e-42,Nasal
Human gammaherpesvirus 4 (EBV),5.406298239953046e-59,Nasal
Enterovirus,3.413500729493062e-74,Nasal
Enterovirus,5.00841145299823e-50,Nasal
Enterovirus,4.874162454431531e-67,Nasal
Enterovirus,5.152286445817604e-123,Nasal
Enterovirus,5.584701947368489e-172,Nasal
Enterovirus,8.619855787057537e-53,Nasal
Enterovirus,1.4699413265138375e-53,Nasal
Enterovirus,5.458835409516752e-53,Nasal
Enterovirus,4.646222461325752e-53,Nasal
Human gammaherpesvirus 4 (EBV),2.0234850496919657e-56,Nasal
Enterovirus,1.5903766838224768e-52,Nasal
Enterovirus,1.8762901558378966e-58,Nasal
Enterovirus,9.824263447582708e-56,Nasal
Human gammaherpesvirus 4 (EBV),2.0234850496919657e-56,Nasal
Human immunodeficiency virus 1,9.824263447582708e-56,Nasal
Human immunodeficiency virus 1,7.839710037491995e-56,Nasal
Enterovirus,1.0536588032297173e-48,Nasal
Enterovirus,2.506109253032119e-142,Nasal
Human immunodeficiency virus 1,9.824263447582708e-56,Nasal
Enterovirus,4.4874538993313325e-52,Nasal
Human betaherpesvirus 5 (CMV),9.824263447582708e-56,Nasal
Enterovirus,2.1399321324559303e-49,Nasal
Enterovirus,5.485295139411991e-53,Nasal
Human immunodeficiency virus 1,4.458615279480711e-56,Nasal
Human gammaherpesvirus 4 (EBV),4.769798141192211e-55,Nasal
Human immunodeficiency virus 1,9.824263447582708e-56,Nasal
Human betaherpesvirus 5 (CMV),2.7758756035343226e-56,Nasal
Enterovirus,5.102699578594376e-54,Nasal
Human gammaherpesvirus 4 (EBV),6.119275411239136e-50,Nasal
Human gammaherpesvirus 4 (EBV),2.0234850496919657e-56,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Human immunodeficiency virus 1,9.824263447582708e-56,Nasal
Human betaherpesvirus 5 (CMV),9.824263447582708e-56,Nasal
Human betaherpesvirus 5 (CMV),9.824263447582708e-56,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Human betaherpesvirus 5 (CMV),9.824263447582708e-56,Nasal
Human gammaherpesvirus 4 (EBV),1.2456613801138811e-54,Nasal
Human gammaherpesvirus 4 (EBV),2.3157944032250705e-54,Nasal
Human gammaherpesvirus 4 (EBV),4.922661804443351e-54,Nasal
Human gammaherpesvirus 4 (EBV),1.825576346188076e-54,Nasal
Human gammaherpesvirus 4 (EBV),9.824263447582708e-56,Nasal
Human gammaherpesvirus 4 (EBV),2.36428594240174e-85,EA
Human betaherpesvirus 5 (CMV),5.970352865838317e-94,EA
Human gammaherpesvirus 4 (EBV),1.1950883147362644e-65,EA
Human betaherpesvirus 5 (CMV),1.7567097026646113e-87,EA
Human betaherpesvirus 6,4.0672418726425793e-42,EA
Anelloviridae,8.10961057853852e-115,EA
Anelloviridae,3.7462779834405904e-39,EA
Anelloviridae,7.308024590091055e-47,EA
Anelloviridae,1.6481623915254496e-287,EA
Anelloviridae,1.3580007193632358e-66,EA
Human betaherpesvirus 7,1.0634081880997095e-82,EA
Anelloviridae,3.0881614691845063e-50,EA
Human betaherpesvirus 5 (CMV),1.1915163332179917e-87,EA
Human gammaherpesvirus 4 (EBV),6.995197810512235e-67,EA
Human betaherpesvirus 5 (CMV),4.3501076063069035e-81,EA
Human betaherpesvirus 5 (CMV),4.2657951880158815e-121,EA
Human gammaherpesvirus 4 (EBV),3.4914031547859124e-127,EA
Anelloviridae,6.870684400142318e-32,EA
Human betaherpesvirus 5 (CMV),2.6061535499988765e-80,EA
Human betaherpesvirus 5 (CMV),1.0685626745999534e-53,EA
Human gammaherpesvirus 4 (EBV),3.3411809763304105e-93,EA
Human betaherpesvirus 5 (CMV),8.994975815300217e-104,EA
Human gammaherpesvirus 4 (EBV),2.560353906004187e-72,EA
Human betaherpesvirus 5 (CMV),7.552661140948125e-79,EA
Human betaherpesvirus 5 (CMV),1.4938259516663088e-28,EA
Human betaherpesvirus 6,1.653484012171162e-88,EA
Human gammaherpesvirus 4 (EBV),2.242848815869319e-77,EA
Human gammaherpesvirus 4 (EBV),1.8361155134491233e-80,EA
Human immunodeficiency virus 1,1.1681537298613314e-43,EA
Human betaherpesvirus 5 (CMV),1.5205475297325031e-117,EA
Human betaherpesvirus 5 (CMV),6.230171474290632e-64,EA
Human gammaherpesvirus 4 (EBV),5.754399373371637e-121,EA
Human gammaherpesvirus 4 (EBV),4.861832584649897e-84,EA
Human betaherpesvirus 6,3.0478949896279456e-123,EA
Human gammaherpesvirus 4 (EBV),7.97260045366535e-88,EA
Human betaherpesvirus 5 (CMV),1.5696397920293156e-75,EA
Human gammaherpesvirus 4 (EBV),1.1740862447096703e-66,EA
Human gammaherpesvirus 4 (EBV),4.160063884776239e-71,EA
