Rows,name,value
SARS-CoV-2.pbmc,CMV.ea,0
SARS-CoV-2.pbmc,CMV.nasal,0
SARS-CoV-2.pbmc,CMV.pbmc,0
SARS-CoV-2.pbmc,EBV.ea,0
SARS-CoV-2.pbmc,EBV.nasal,10
SARS-CoV-2.pbmc,EBV.pbmc,60
SARS-CoV-2.pbmc,Enterovirus.nasal,0
SARS-CoV-2.pbmc,Enterovirus.pbmc,0
SARS-CoV-2.pbmc,HSV1.ea,10
SARS-CoV-2.pbmc,HSV1.nasal,20
SARS-CoV-2.pbmc,HSV2.nasal,0
SARS-CoV-2.pbmc,SARS-CoV-2.ea,50
SARS-CoV-2.pbmc,SARS-CoV-2.nasal,80
SARS-CoV-2.pbmc,SARS-CoV-2.pbmc,100
