"pathway","database","PPT:direction","PPT:pval","PPT:pval_adj","PPT:leading_edge","PPG:direction","PPG:pval","PPG:pval_adj","PPG:leading_edge","SPT:direction","SPT:pval","SPT:pval_adj","SPT:leading_edge","PMG:direction","PMG:pval","PMG:pval_adj","PMG:leading_edge","NGX:direction","NGX:pval","NGX:pval_adj","NGX:leading_edge","PGX:direction","PGX:pval","PGX:pval_adj","PGX:leading_edge","Joint:direction","Joint:pval","Joint:pval_adj","Joint:leading_edge"
"Platelet activation","kegg",1,0.00204540801422115,0.081816320568846,"FGG#FGB#FGA",1,0.00315047090327969,0.0368997720244691,"FGA#ACTB#ACTG1",NA,NA,NA,NA,-1,0.963783010514348,1,"arachidonate (20:4n6)",1,0.52335800714238,0.666926302392548,"FCER1G",1,0.0649413471576722,0.132572572599982,"MAPK14#FERMT3#PLA2G4A#FCER1G#MAPK12#PIK3CB#ACTB#GNAQ#P2RY1#TLN1#MAPK3#ADCY3#VASP#P2RX1#FCGR2A#ADCY4#MAPK1#GNAI3#ROCK1#MYL12A#STIM1",NA,0.00610099182432511,0.0243338409544921,NA
"Neutrophil extracellular trap formation","kegg",1,0.00204540801422115,0.081816320568846,"FGG#FGB#FGA",1,4.60010707303837e-09,6.04914080104546e-07,"FGA#ACTB#ACTG1#CTSG#H2AC20#H2AC1#H2AC8#FGB#H2BC10#H2BC18#H2BC5#H2BC14#H2BC3#H2BC13#FGG",NA,NA,NA,NA,1,1,1,"oleoyl-linoleoyl-glycerol (18:1/18:2) [1]",1,0.00262618981759988,0.0534506868758563,"TLR2#NFKB1#HDAC4#CR1#ITGAM#ATG7#HIST1H2AG#PRKCB#HIST1H2BF#AQP9#FCGR1A",1,5.43652027840125e-08,1.7461255756579e-06,"MAPK14#ITGAM#CR1#HIST1H2BK#PADI4#HIST1H4I#NCF4#FPR1#HIST1H2AI#H2AFJ#HIST1H2AJ#MAPK12#AQP9#FCGR1A#HIST1H2BD#HAT1#CYBA#TLR2#PIK3CB#H3F3A#FPR2#NCF1#H2AFZ#SIGLEC9#ACTB#CR1L#HIST1H2AH#NCF2#RAC1#HDAC4#ITGB2#HIST1H4H",NA,2.12060984041385e-08,7.62749264114313e-07,NA
"Acute myeloid leukemia","kegg",1,0.00865800865800903,0.13852813852814,"CSF1R#CD14",-1,0.00322697626069501,0.0368997720244691,"KIT#CSF1R",NA,NA,NA,NA,NA,NA,NA,NA,1,0.196525195960748,0.438694953563993,"NFKB1#ITGAM#FCGR1A",1,0.037474355444438,0.0879500178798035,"ITGAM#SPI1#CHUK#BCL2A1#FCGR1A#PIK3CB#CCNA2#PIM1#STAT3#KRAS#RAF1#MAPK3",NA,0.00876327847247577,0.0320090276836747,NA
"Transcriptional misregulation in cancer","kegg",1,0.00865800865800903,0.13852813852814,"CSF1R#CD14",-1,0.0998739656201878,0.287813216273697,"CSF1R#IGFBP3#TGFBR2#IGF1",1,0.159634047763017,0.334327911352734,"IL6",NA,NA,NA,NA,1,0.00497218621873585,0.074798975290548,"CDK14#NFKB1#IL1R2#ITGAM#TRAF1#BCL6#ETV5#BIRC3#ZEB1#FCGR1A",1,0.0172293169423802,0.0512423650441479,"PPARG#ITGAM#GADD45A#TFE3#HOXA9#MMP9#IL1R2#SPI1#GADD45G#BCL2A1#CDKN2C#FCGR1A#CDK14#BCL6",NA,0.0128145767270843,0.0411727604101689,NA
"Toll-like receptor signaling pathway","kegg",1,0.00865800865800903,0.13852813852814,"LBP#CD14",1,0.00361269023127575,0.0395890637843968,"SPP1#LBP#CD14",1,0.0350769782328796,0.22406832298137,"IL6#CXCL10#CXCL8#CXCL9#CD40#CASP8#TNF#CXCL11",NA,NA,NA,NA,1,0.00382198554758739,0.062971761879297,"TLR2#TLR5#NFKB1#MAP2K6#CCL3#CCL4#SPP1",1,0.0401333137588487,0.0916953195152502,"MAPK14#MAP2K6#CHUK#MAPK12#TLR2#PIK3CB#IFNAR1#LY96#RAC1#TBK1#FADD#MAPK3#MAP2K3#TLR8#MAP2K4#MAPK1#TLR4#NFKBIA#TLR5",NA,0.00707026052926113,0.0270259965840944,NA
"Epstein-Barr virus infection","kegg",-1,0.0113409219816548,0.13852813852814,"PSMC6#VIM#ICAM1#B2M",1,0.128187187261052,0.301010984371935,"VIM#B2M",1,0.00290785586340003,0.107590666945801,"IL6#CXCL10#CD40#CASP8#TNF",NA,NA,NA,NA,1,0.0392103561063357,0.224425241865855,"FAS#TLR2#NFKB1#MAP2K6#CD44",-1,0.0012598534973226,0.00724415760960498,"HLA-DPB1#HLA-DPA1#HLA-DRA#HLA-DMB#HLA-DRB1#MAP3K14#HLA-DMA#HLA-DQA1",NA,0.00397273514530668,0.0181386723081766,NA
"Parkinson disease","kegg",-1,0.0173160173160175,0.13852813852814,"PSMC6",1,0.997876366408145,1,"SLC39A14#HSPA5#ATP5F1B",NA,NA,NA,NA,1,1,1,"adenosine 5'-monophosphate (AMP)",-1,0.727029671800135,0.829331907982058,"CAMK2D",1,0.0047185125700685,0.0198522784960199,"TXN#NDUFB3#UBE2J1#SLC39A8#UCHL1#PSMD11#MAOB#TUBB4B#PINK1#PSMD2#TUBA4A#PSMD1#MAOA#PSMB6#ATP5E#MCU#COX6B1#UQCRH#PSMD12#NDUFB6#PSMC6#NDUFS1#MFN2#NDUFB9#APAF1#COX7B#UQCRHL#COX6A1#PSMB5#NDUFA1#UBE2G1#ATF6#SDHC#HTRA2#COX7A2#COX5B#GNAI3#UQCR10#LRRK2#PSMA6#ATP5J#ADRM1#UQCRC1#CALM3",NA,0.0187367900273906,0.0540486166148559,NA
"Huntington disease","kegg",-1,0.0173160173160175,0.13852813852814,"PSMC6",1,0.985005739313157,1,"GPX3",NA,NA,NA,NA,NA,NA,NA,NA,1,0.347907933208346,0.53986811228951,"SLC1A3",1,0.00658072299297552,0.0257399400617495,"PPARG#NDUFB3#WIPI1#SLC1A3#CLTC#HIP1#CREB5#ULK1#DCTN4#PSMD11#SOD2#TUBB4B#PSMD2#TUBA4A#PSMD1#TBPL1#PSMB6#ATP5E#NRBF2#GNAQ#COX6B1#POLR2J#UQCRH#PSMD12#NDUFB6#PSMC6#NDUFS1#NDUFB9#APAF1#COX7B#UQCRHL#COX6A1#PSMB5#NDUFA1#AP2S1#SDHC#SP1#CLTCL1#COX7A2#COX5B#GPX1#UQCR10#PSMA6#DNAH17#ATP5J#ADRM1#UQCRC1",NA,0.0192453746089778,0.0547388933550434,NA
"Human T-cell leukemia virus 1 infection","kegg",-1,0.0241691184482954,0.172598299533284,"TLN1#ICAM1#B2M#RAN",1,0.382755891314795,0.54120859900963,"B2M#HLA-A#HLA-B#HLA-C#HLA-E",1,0.266111113624965,0.434387259005457,"IL6",NA,NA,NA,NA,1,0.50364128512164,0.650223450194356,"IL1R1#NFKB1#IL1R2#E2F3",-1,1.7139273391642e-06,2.46377055004854e-05,"HLA-DPB1#HLA-DPA1#CD4#HLA-DRA#HLA-DMB#NFATC3#HLA-DRB1#ATM#ETS1",NA,8.56907517059685e-06,0.000106195324435611,NA
"Lipid and atherosclerosis","kegg",1,0.0330626320111956,0.172598299533284,"LBP#APOA4#CD14",1,0.178369664284653,0.366493919584873,"LBP#CD14#PYCARD#VCAM1#PTK2#HSPA5#HSPA1A#HSPA2#HSPA8#HSP90AB1#HSPA1L",1,0.108931679327376,0.295986743906219,"IL6#CXCL8#CCL2#CD40#CASP8#TNF#IL18",NA,NA,NA,NA,1,0.0159973843704263,0.14192551261968,"FAS#TLR2#CXCL1#NFKB1#MAP2K6#TANK#CCL3",1,0.0030082123354902,0.014617369799213,"PPARG#MAPK14#MAP2K6#ERO1A#MMP9#FAS#NCF4#CHUK#MAPK12#CYBA#SOD2#TLR2#LDLR#PIK3CB#IL18#LY96#NCF1#STAT3#NCF2#RAC1#KRAS#TBK1#HSPA1B#APAF1#MAPK3#MAP2K3#PYCARD#CXCL1#ATF6#PPP3R1#MAP2K4#HSPA6#CXCL3#MAPK1#TLR4#NFKBIA#CXCL2#VAV1#CALM3",NA,0.0113889798552558,0.0379997693247477,NA
"NF-kappa B signaling pathway","kegg",1,0.0362762237762241,0.172598299533284,"LBP#CD14",1,0.193715914711556,0.375276322882929,"LBP#CD14#VCAM1",-1,0.203163246675372,0.371145160355873,"TNFSF11",1,1,1,"oleoyl-linoleoyl-glycerol (18:1/18:2) [1]",1,0.000180681781035474,0.0104193160397124,"IL1R1#CXCL1#CFLAR#TNFSF14#NFKB1#TRAF1#PRKCB#BIRC3#CCL4",-1,0.00581971068877152,0.023621178677955,"ATM#MAP3K14#LCK#CD40LG#ZAP70#LAT#TRAF5#MALT1#PRKCQ#PLCG1#TRAF1",NA,0.00104596365979804,0.00659907981727126,NA
"Tuberculosis","kegg",1,0.0362762237762241,0.172598299533284,"LBP#CD14",-1,0.0180106584225463,0.0910923685601863,"LAMP2#LAMP1#CAMP",1,0.203962655691066,0.371145160355873,"IL6#IL10",NA,NA,NA,NA,1,0.00796069715759462,0.102014859871398,"FCER1G#TLR2#CLEC4E#NFKB1#CR1#ITGAM#IRAK2",-1,3.19130872884488e-05,0.000367000503817161,"HLA-DPB1#HLA-DPA1#HLA-DRA#HLA-DMB#CD74#HLA-DRB1",NA,0.000158515836446701,0.00148662149316231,NA
"Amyotrophic lateral sclerosis","kegg",-1,0.0366771386508228,0.172598299533284,"PSMC6",1,0.103962948844111,0.287813216273697,"ACTB#ACTG1",NA,NA,NA,NA,-1,0.125963862133619,0.735846674147472,"arginine#glutamate",1,0.911609960530606,1,"MAP2K6#TANK",1,0.0013134485325198,0.00742195279401219,"MAPK14#MAP2K6#NDUFB3#WIPI1#RAB5A#RAB1A#NUP58#ULK1#DCTN4#MAPK12#PSMD11#TUBB4B#PINK1#PSMD2#TUBA4A#PSMD1#ANG#PSMB6#ATP5E#ACTB#MCU#RAC1#VCP#NRBF2#COX6B1#UQCRH#PSMD12#WDR41#NDUFB6#PSMC6#TBK1#NDUFS1#NDUFB9#APAF1#COX7B#UQCRHL#MAP2K3#CHMP2B#COX6A1#PSMB5#NUP214#MAP1LC3A#NDUFA1#ATF6#SDHC#NUP98#PPP3R1#COX7A2#COX5B#GPX1#UQCR10#MAP1LC3B2#PSMA6#DNAH17#ATP5J#ADRM1#NUP50#UQCRC1",NA,0.00621604336989346,0.0245109891971935,NA
"Pathways of neurodegeneration - multiple diseases","kegg",-1,0.0366771386508228,0.172598299533284,"PSMC6",-1,0.970131302176681,1,"PRNP",1,0.127994267635122,0.295986743906219,"IL6#CSF1#CASP8#TNF",-1,0.953380892103422,1,"arginine#glutamate",1,0.387546021955358,0.573038135028008,"FAS#CSF1#NFKB1#DLG4#MAP2K6",1,0.000155675587228954,0.00130995311204851,"FZD5#MAPK14#MAP2K6#NDUFB3#WIPI1#UBE2J1#RAB5A#HIP1#FAS#UCHL1#RAB1A#ULK1#WNT11#DCTN4#MAPK12#PSMD11#TUBB4B#PINK1#PSMD2#TUBA4A#PSMD1#PSMB6#ATP5E#MCU#RAC1#VCP#NRBF2#FRAT1#GNAQ#COX6B1#UQCRH#PSMD12#WDR41#NDUFB6#ZFYVE1#KRAS#CSNK1A1L#PSMC6#ATXN1#TBK1#NDUFS1#MFN2#NDUFB9#RAF1#FRAT2#APAF1#FADD#MAPK3#COX7B#UQCRHL#MAP2K3#CHMP2B#COX6A1#PSMB5#MAP1LC3A#NDUFA1#UBE2G1#ATF6#SDHC#HTRA2#PPP3R1#COX7A2#COX5B#MAPK1#GPX1#UQCR10#LRRK2#MAP1LC3B2#PSMA6#DNAH17#ATP5J#ADRM1#UQCRC1#CALM3",NA,0.000929497372378557,0.00608858218458322,NA
"Coronavirus disease - COVID-19","kegg",1,0.0567424307314734,0.244311418104027,"FGG#FGB#FGA#C9",1,2.51406364113471e-05,0.000944569625169184,"FGA#C2#CFB#C1QC#C1QA#FGB#RPL29#C1QB#RPL6#C9#FGG#F2#RPLP2#RPL7A#C8G#RPL4#RPS10#C1R#C1S#C4A#MBL2#C7#RPL23A#RPS3#VWF#RPL35#C3#C3AR1#RPL13#CFD",1,0.0654561039356087,0.253304418134145,"IL6#CXCL10",1,1,1,"oleoyl-linoleoyl-glycerol (18:1/18:2) [1]",1,0.335768344581441,0.536191787576963,"C3AR1#TLR2#NFKB1#IL6R",-1,2.38171007249655e-07,4.83347044124299e-06,"RPL3#RPL13A#RPL34#PLCG1#RPS27#RPS18#RPL27A#RPL22#RPS3#RPL14#RPS6#RPL13#RPS27A#RPS19#RPL11#RPL10A#RPS4X#RPS29#RPS20#RPL19#RPL15#IKBKB#RPL9#RPL31#RPL6#RPS14#RPL23#RPL10#PIK3R1#RPS3A#ACE#RPL32#RPL4#RPS16#C3#RPL7#RPS25#RPL18#RPL36A#RPS2#RPL5#NRP1#RPL18A#RPL12#RPL23A#RPSA#RPL39#RPL26#MAPK8#RPS21#RPL37#RPL7A#RPL30#RPS8#RPS23#RPS13#RPL21#CCL2",NA,1.41560497452013e-06,2.58534171662361e-05,NA
"Alzheimer disease","kegg",-1,0.0580239617997064,0.244311418104027,"PSMC6",1,0.975569651427455,1,"CSF1",1,0.127994267635122,0.295986743906219,"IL6#CSF1#CASP8#TNF",NA,NA,NA,NA,-1,0.354098692309014,0.53986811228951,"WNT7B",1,0.00695305890169495,0.0260745003003177,"GAPDH#FZD5#NDUFB3#WIPI1#SLC39A8#FAS#RTN3#ULK1#CHUK#RTN4#WNT11#PSMD11#PIK3CB#TUBB4B#PSMD2#TUBA4A#PSMD1#IRS2#PSMB6#ATP5E#MCU#NRBF2#FRAT1#GNAQ#COX6B1#UQCRH#NCSTN#PSMD12#NDUFB6#KRAS#CSNK1A1L#PSMC6#NDUFS1#NDUFB9#RAF1#FRAT2#APAF1#FADD#MAPK3#COX7B#UQCRHL#COX6A1#PSMB5#NDUFA1#ATF6#SDHC#PPP3R1#COX7A2#COX5B#MAPK1#APH1B#UQCR10",NA,0.0299974174366974,0.0748856392124748,NA
"Hematopoietic cell lineage","kegg",1,0.0747187595013686,0.298875038005475,"CSF1R#CD14",-1,0.00437178960318108,0.0425844690976527,"KIT#CD34#CSF1R",1,0.362210300375899,0.515453119765702,"IL6",NA,NA,NA,NA,1,0.000112816694207152,0.0078069152391349,"IL1R1#CSF1#CD44#IL6R#IL1R2#CR1#ITGAM#CD22",-1,2.00771610447958e-09,1.35553886448925e-07,"HLA-DPB1#HLA-DPA1#CD1C#CD4#HLA-DRA#HLA-DMB#CD1E#HLA-DRB1#IL11RA#ITGA4#HLA-DMA#HLA-DQA1#CD5#CD3E#CD3G#IL7R#CSF1R#CD8B#CD2#CD3D#HLA-DQB1#HLA-DOA#CD8A#CD7#FLT3LG#CD1B",NA,1.00383970763031e-08,5.25922913012506e-07,NA
"Fluid shear stress and atherosclerosis","kegg",-1,0.0788766788766794,0.300482586196874,"ITGA2B#ICAM1#ITGB3#HSP90B1",1,0.0810905094388027,0.260082975395184,"ACTB#ACTG1",1,0.117602109663663,0.295986743906219,"CCL2#TNF#IFNG#VEGFA",NA,NA,NA,NA,1,0.140718127970884,0.37474956418735,"IL1R1#NFKB1#MAP2K6#IL1R2",1,0.00332258920365269,0.0154904496656781,"TXN#MAPK14#MAP2K6#MGST1#MMP9#IL1R2#IL1R1#CHUK#MAPK12#CYBA#PIK3CB#SDC1#NCF1#ACTB#NCF2#GSTO1#RAC1#GSTO2",NA,0.0146872073651339,0.0454194358177838,NA
"Osteoclast differentiation","kegg",1,0.0865800865800865,0.314836678473042,"CSF1R",-1,0.36395133010206,0.525929669323307,"CSF1R",-1,0.121731928972482,0.295986743906219,"TNFSF11",NA,NA,NA,NA,1,0.03824374460564,0.224425241865855,"IL1R1#CSF1#NFKB1#MAP2K6#OSCAR#SIRPA#FCGR1A",1,3.05306470148592e-05,0.000365440759188023,"PPARG#MAPK14#MAP2K6#IL1R1#NCF4#SPI1#CHUK#MAPK12#LILRA6#FCGR1A#LILRB3#OSCAR#IFNGR2#CYBA#PIK3CB#IFNAR1#LILRA5#SIRPA#NCF1#NCF2#LILRA2#RAC1#SOCS3#FHL2#TEC#MAPK3#SIRPB1#PPP3R1#IFNGR1#FCGR2A#MAPK1",NA,0.000152448081843458,0.00146943012221333,NA
"Prion disease","kegg",-1,0.113432801909089,0.349024005874121,"PSMC6#C8G#C8B",1,0.266501428970385,0.438061723870071,"C1QC#C1QA#C1QB#C9#C8G#C7#HSPA5#HSPA1A#HSPA2#HSPA8#HSPA1L#ATP5F1B#LAMC1",1,0.0794792164357391,0.25947626542256,"IL6",NA,NA,NA,NA,-1,0.984772232005297,1,"MAPK9",1,0.000523484249743023,0.00354121698355574,"MAPK14#NDUFB3#PRKCD#CREB5#NCF4#MAPK12#PSMD11#CYBA#LAMC1#PIK3CB#TUBB4B#PSMD2#TUBA4A#PSMD1#PSMB6#NCF1#ATP5E#MCU#NCF2#RAC1#COX6B1#UQCRH#PSMD12#NDUFB6#PSMC6#NDUFS1#NDUFB9#CAV2#HSPA1B#APAF1#MAPK3#COX7B#UQCRHL#C1QC#COX6A1#PSMB5#NDUFA1#SDHC#PPP3R1#COX7A2#HSPA6#COX5B",NA,0.00259196917899865,0.0132266662516549,NA
"Viral protein interaction with cytokine and cytoki","kegg",1,0.130681818181817,0.351991088833195,"CSF1R",-1,0.000747152474434576,0.0169446221965399,"CSF1R#CCL14#CCL18#IL6ST#PF4V1#PF4#PPBP",1,0.0505919360622102,0.233987704287722,"IL6#CCL7#CXCL10#IL10#CCL20#CXCL8#CCL23#CXCL9#CCL19#CCL2#IL18R1#IL24#CSF1#CX3CL1",NA,NA,NA,NA,1,9.96222910065736e-06,0.00172346563441372,"IL18R1#CCL20#CSF1#CXCL1#TNFSF14#IL6R#CCL3#CXCL5#CCL4#CXCR4",-1,0.380317588536708,0.477125701982416,"IL24#IL2RB#CSF1R#XCL2#CCR6#IL10RA#CCR7#CCL5#CX3CR1#LTA",NA,4.91432609107768e-05,0.000550087468904501,NA
"Cytokine-cytokine receptor interaction","kegg",1,0.130681818181817,0.351991088833195,"CSF1R",-1,0.00166353191585722,0.0239534141389613,"CSF1R#IL1RAP#CCL14#CCL18#GHR#IL6ST#TGFBR2#PF4V1#PF4#PPBP",1,0.0380068882837227,0.22406832298137,"IL6#CCL7#CXCL10#IL10#CCL20#CXCL8#TNFRSF11B#LIF#CCL23#CXCL9#CCL19#IL17C#OSM#CCL2#IL18R1#CD40#IL24#CSF1#CX3CL1",NA,NA,NA,NA,1,1.51634168168435e-05,0.00174884740620929,"IL18R1#FAS#IL1R1#CCL20#CSF1#CXCL1#TNFSF14#IL6R#TNFSF15#IL1R2#CCL3#EBI3#CXCL5#IL1RL1#CCL4#CXCR4",-1,0.13846069394147,0.231888055387414,"CD4#IL11RA#IL24#ACVR2A#IL2RB#CD40LG#IL7R#CSF1R",NA,7.50869272132925e-05,0.000766328345382721,NA
"Carbon metabolism","kegg",-1,0.132989245689475,0.351991088833195,"TKT#ALDOA#GAPDH#CAT",-1,0.424811244339331,0.572928775217031,"CPS1",NA,NA,NA,NA,-1,0.195131429826766,0.878091434220446,"glycine#serine#alanine#glycerate#cysteine#succinate#glutamate",1,0.241061086003882,0.490630210337312,"HK3",1,0.00011767494823911,0.00104097069596136,"PGD#GAPDH#PKM#PGAM1#IDH1#G6PD#TALDO1#ACOX1#HK2#HK3",NA,0.000587716994060862,0.00426436260781723,NA
"Biosynthesis of amino acids","kegg",-1,0.143455228981545,0.351991088833195,"TKT#ALDOA#GAPDH",-1,0.350309335122811,0.511840861873885,"CPS1",NA,NA,NA,NA,-1,0.112374835506497,0.735846674147472,"tryptophan#glycine#serine#3-methyl-2-oxovalerate#glutamine#N-delta-acetylornithine#alanine#proline#citrulline#4-methyl-2-oxopentanoate#cysteine#threonine#histidine#arginine#glutamate",1,0.481833402533646,0.631493777563036,"ARG1",1,0.000579500502995045,0.00384476295256328,"GAPDH#PKM#PGAM1#IDH1#TALDO1#PYCR1#PSAT1#ENO1#ARG1",NA,0.00287580065346396,0.0144623598079999,NA
"Complement and coagulation cascades","kegg",1,0.14992416291781,0.351991088833195,"SERPINA1#FGG#FGB#FGA",1,2.14749231730593e-08,1.88263493150487e-06,"FGA#SERPINA1#C2#CFB#SERPING1#C1QC#C1QA#FGB#C1QB#SERPINF2#A2M#PLG#C9#FGG#F9#F2#CPB2#PROS1#C8G#F8#C1R#C1S#KLKB1#C4A#MBL2#F10#C7#F5",NA,NA,NA,NA,NA,NA,NA,NA,1,0.00979963210653678,0.106734102208255,"C3AR1#VSIG4#CR1#ITGAM#F5",1,0.000991195852283799,0.00621750125523474,"F5#ITGAM#CR1#CD55#F12#TFPI#CLU#CR1L#CD46#SERPINB2#ITGB2#C3AR1#C1QC#CD59",NA,8.58976320578201e-08,2.48387319367196e-06,NA
"Herpes simplex virus 1 infection","kegg",-1,0.150574580258436,0.351991088833195,"C5#B2M#CFP#ITGB3",1,0.228400126574878,0.403149216705992,"B2M#HLA-A#BST2#HLA-B#HLA-C#ZNF275#HLA-E#C3#ALYREF",1,0.13155621493584,0.297522983224347,"IL6#CCL2#CASP8#TNF#IFNG#TNFSF14#EIF4EBP1",NA,NA,NA,NA,1,0.719407186340728,0.82422147839037,"FAS",-1,3.46656137129031e-09,1.70851953299308e-07,"HLA-DPB1#HLA-DPA1#HLA-DRA#HLA-DMB#CD74#HLA-DRB1#ZNF91#HLA-DMA#ZNF559#HLA-DQA1#ZNF853#HKR1#ZNF573#ZNF506#ZNF248#TRAF5#ZNF420#ZNF528#ZNF783#ZFP90#ZNF251#ZNF439#ZNF141#ZNF599#ZNF540#ZNF549#ZNF354B#HLA-DQB1#HLA-DOA#EIF2B5#ZNF77#ZNF84#ZNF337#ZNF33B#ZNF26#ZNF793#ZFP14#ZNF302#ZNF713#ZNF577#ZNF551#ZNF256#ZNF566#ZNF10#ZNF548#ZNF383#ZIK1#ZNF550#IKBKB#ZNF829#ZNF235#ZNF708#ZNF101#ZNF74#FASLG#PIK3R1#ZNF808#ZNF529#ZNF589#BCL2#ZNF544#ZNF83#ZNF430#ZNF677#ZNF160#ZNF569#ZNF846#AKT3#ZNF736#ZNF14#ZNF382#ZNF224#ZNF519#ZNF567#CCL5#ZNF568#ZNF563#C3#ZNF527#ZNF682#ZNF570#LTA#ZFP82#TP53#ZNF441#SRSF5#ZNF721#ZNF253#ZNF286A#ZNF675#ZNF180#ZNF578#ZNF354C#ZNF782#ZNF7#ZNF517#ZNF133#ZNF461#ZNF571#ZNF565#ZNF34#ZNF554#ZNF154#ZNF680#ZNF707#ZNF431#ZFP30#ZNF226#ZNF43#EIF2B1#ZNF85#ZNF585B#ZNF480#ZNF30#ZNF823#ZNF649#ZNF44#ZNF786#ZNF324#ZNF184#ZNF790#ZNF558#ZNF41#RBAK#BIRC3#ZNF737#ZNF331#ZNF136#CCL2#ZNF195#ZNF211#ZNF606#ZFP37#ZNF665",NA,1.73328064027809e-08,7.51810477720622e-07,NA
"Legionellosis","kegg",1,0.181818181818182,0.352256961746914,"CD14",1,0.00168283943618941,0.0239534141389613,"EEF1A1#CD14#EEF1A2#PYCARD#HSPA1A#HSPA2#HSPA8#HSPA1L#C3",1,0.0741176074569769,0.257095450866389,"IL6#CXCL8#CASP8#TNF#IL18",NA,NA,NA,NA,1,8.71141127818387e-05,0.00753537075562905,"TLR2#TLR5#CXCL1#NFKB1#CR1#ITGAM#NLRC4#NAIP",1,5.49296173879554e-07,1.00681817813566e-05,"ITGAM#CR1#SAR1B#RAB1B#RAB1A#TLR2#IL18#NAIP#CR1L#VCP#SEC22B#ITGB2#NLRC4#HSPA1B#APAF1#PYCARD#CXCL1#HSPA6#CXCL3#TLR4#NFKBIA#CXCL2#TLR5",NA,2.7283595213355e-06,4.30336706319735e-05,NA
"Influenza A","kegg",-1,0.187001156737998,0.352256961746914,"KPNA5",1,0.0164394904144669,0.0864717195800959,"ACTB#ACTG1",1,0.0394600300696166,0.22406832298137,"IL6#CXCL10#CXCL8#CCL2#CASP8#TNF#IL18#IFNG",NA,NA,NA,NA,1,0.300321352094825,0.520049306234172,"FAS",-1,0.000368703162645256,0.00265005398151278,"HLA-DPB1#HLA-DPA1#HLA-DRA#HLA-DMB#HLA-DRB1",NA,0.00178448988202173,0.00967528107908656,NA
"Amoebiasis","kegg",-1,0.189338116938967,0.352256961746914,"C8G#C8B",1,0.000809107605254877,0.0169446221965399,"CTSG#CD14#C9#FN1#C8G#SERPINB3#SERPINB9#PTK2#SERPINB4#COL4A2#HSPB1",1,0.0705059734009242,0.253304418134145,"IL6#IL10#CXCL8",1,0.303118837750717,0.974310549913018,"N-acetylglucosamine/N-acetylgalactosamine",1,0.000281571303460515,0.011213148722495,"IL1R1#TLR2#CXCL1#ARG1#NFKB1#IL1R2#ITGAM",1,0.00354481892266001,0.016306167044236,"ITGAM#IL1R2#RAB5A#IL1R1#ARG1#LAMC1#ARG2#TLR2#IL10#PIK3CB#GNA15#RAB5C#ITGB2#GNAQ",NA,0.00117945138892955,0.00705637296480265,NA
"Human cytomegalovirus infection","kegg",-1,0.203645477329688,0.370264504235796,"B2M#ITGB3",1,0.436610509581747,0.576218645096542,"B2M#HLA-A#PTK2#HLA-B#HLA-C#HLA-E",1,0.209782123126326,0.375577672048744,"IL6#CXCL8#CCL2#CX3CL1#CASP8#TNF#VEGFA",1,1,1,"oleoyl-linoleoyl-glycerol (18:1/18:2) [1]",1,0.000997052683833211,0.0249730166923291,"FAS#IL1R1#NFKB1#MAP2K6#IL6R#CCL3#PTK2B#E2F3#GNG2#PRKCB#CCL4#CXCR4#CREB5",1,0.00804417035727534,0.0289087372214582,"MAPK14#MAP2K6#IL10RB#IL1R1#FAS#CREB5#GNG5#CHUK#MAPK12#PTK2B#E2F1#GNB2#E2F2#PIK3CB#RHEB#GNG10#STAT3#RAC1#GNAQ#MDM2#RB1#CGAS#E2F3#KRAS#TBK1#RAF1#FADD#MAPK3#ADCY3#SP1#PPP3R1#ADCY4#MAPK1#GNAI3#ROCK1#CRK#NFKBIA#CALM3#PXN",NA,0.00534158410991293,0.0219083850228235,NA
"MicroRNAs in cancer","kegg",-1,0.213577869498922,0.373565834819817,"VIM",-1,0.144703918302272,0.328078711323254,"ABCB1#EGFR",1,0.22384137601529,0.392530901693806,"VEGFA#PLAU",NA,NA,NA,NA,1,0.0213044676725075,0.162803580545945,"ZEB2#NFKB1#CD44#HDAC4#MARCKS#E2F3#PRKCB#ZEB1",1,0.00248149377487339,0.0127778410795719,"MMP9#ST14#PTEN#CDCA5#E2F1#CDC25C#KIF23#SPRY2#CDC25A#E2F2#PIK3CB#IRS2#PIM1#VIM#STAT3#RDX#HDAC4#MDM2#NOTCH3#E2F3#KRAS#BRCA1#RAF1#CYP1B1#MAPK3#TPM1#MAPK1#ROCK1#CRK#BCL2L11#PLAU#TIMP3",NA,0.0110032617456745,0.0370692410266897,NA
"Systemic lupus erythematosus","kegg",-1,0.220937630058726,0.373565834819817,"C2#C8G#C8B",1,1.98779037674512e-09,5.22788869083968e-07,"CTSG#C2#H2AC20#H2AC1#H2AC8#C1QC#C1QA#C1QB#H2BC10#H2BC18#H2BC5#H2BC14#C9#H2BC3#H2BC13#C8G#H3C12#C1R#C1S#C4A#C7#H2AZ1",1,0.0224779942415505,0.22406832298137,"IL10#CD40#TNF#IFNG",NA,NA,NA,NA,1,0.555324659980694,0.693654629434369,"HIST1H2AG#HIST1H2BF#FCGR1A",-1,4.14209156875955e-05,0.000446569247256889,"HLA-DPB1#HLA-DPA1#HLA-DRA#HLA-DMB#HLA-DRB1",NA,9.9384740366325e-09,5.25922913012506e-07,NA
