"pathway","database","PPT:direction","PPT:pval","PPT:pval_adj","PPT:leading_edge","PPG:direction","PPG:pval","PPG:pval_adj","PPG:leading_edge","SPT:direction","SPT:pval","SPT:pval_adj","SPT:leading_edge","PMG:direction","PMG:pval","PMG:pval_adj","PMG:leading_edge","NGX:direction","NGX:pval","NGX:pval_adj","NGX:leading_edge","PGX:direction","PGX:pval","PGX:pval_adj","PGX:leading_edge","Joint:direction","Joint:pval","Joint:pval_adj","Joint:leading_edge"
"Alcoholic liver disease","kegg",1,0.22413950089189,0.373565834819817,"LBP",1,0.00030545741179,0.00892614436675222,"C2#C1QC#C1QA#LBP#C1QB#CD14",1,0.233396752358479,0.392530901693806,"IL6",NA,NA,NA,NA,1,0.00190103424302046,0.0411098655053175,"C3AR1#FAS#CXCL1#NFKB1#MAP2K6#CAMKK2",1,0.0532346473141369,0.114074244244579,"MAPK14#MAP2K6#FAS#ACOX1#IL17RA#CHUK#MAPK12#LY96#ADIPOR1#C3AR1#TBK1#FADD#SCD#MAP2K3#C1QC#CXCL1#MAP2K4#CXCL3#TLR4#ACADVL#NFKBIA#CXCL2",NA,0.00131013853174943,0.0073325495244686,NA
"Chemokine signaling pathway","kegg",-1,0.247664616085669,0.373833382770821,"PF4#PPBP",-1,0.0700920523255854,0.236336022584987,"CCL14#CCL18#PF4V1#PF4#PPBP",1,0.0307039874395099,0.22406832298137,"CCL7#CXCL10#CCL20#CXCL8#CCL23#CXCL9#CCL19",1,1,1,"oleoyl-linoleoyl-glycerol (18:1/18:2) [1]",1,0.00101046888350464,0.0249730166923291,"CCL20#CXCL1#NFKB1#FGR#CCL3#PTK2B#CXCL5#GNG2#PRKCB#CCL4#CXCR4",1,0.0119246683411285,0.0395577940162435,"PRKCD#GNG5#CHUK#PTK2B#GNB2#ARRB2#PIK3CB#NCF1#GNG10#STAT3#RAC1#GNAQ#GRK6#FGR#KRAS#WAS#RAF1#MAPK3#ADCY3#CXCL1#ADCY4#CXCL3#MAPK1#GNAI3#ROCK1#CRK#JAK3#CXCR1#NFKBIA#CXCL2#VAV1",NA,0.00536660728224784,0.0219083850228235,NA
"Metabolic pathways","kegg",-1,0.260582238070747,0.386047760104811,"AK1#TKT#BPGM#PTGDS#ALDOA#ACOT4#GAPDH#CAT",-1,0.583150677238136,0.706767871491382,"CPS1#MTFMT#VNN1#ST6GALNAC3#BST1#ALDH1L1#INPP5D",1,0.671285236502628,0.723423895648463,"ADA",1,0.000271994197026837,0.0244794777324153,"kynurenine#3-ureidopropionate#anthranilate#picolinate#formiminoglutamate#1-methyl-4-imidazoleacetate#quinolinate#phenylalanine#kynurenate#phenyllactate (PLA)#N-acetylphenylalanine#1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*#N-acetyl-aspartyl-glutamate (NAAG)#N-acetylneuraminate#adipate (C6-DC)#mannose",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00108887976636704,0.00674716569516722,NA
"Shigellosis","kegg",-1,0.301047744526006,0.433643800886077,"TLN1",1,0.067578293302481,0.230819365435747,"ACTB#ACTG1",1,0.0444338270425232,0.22418885462364,"CXCL8#TNF#IL18",1,1,1,"isoleucine",1,0.0247011365427782,0.178054025912526,"HK3#IL1R1#TLR5#RRAGD#NFKB1#CD44",1,0.00284318077500156,0.0140128195339363,"WASF1#MAPK14#WIPI1#IL1R1#PRKCD#HK2#HK3#UBE2D1#TIFA#CHUK#MAPK12#PLCD3#PIK3CB#ARPC1A#IL18#NAIP#H3F3A#RRAGD#ACTB#RAC1#TNIP1#ARPC5#MDM2#NLRC4#TLN1#CGAS#ACTN1#TBK1#MAPK3#PYCARD#HK1#MAP1LC3A#ARPC3#MAPK1#AKT1S1#TLR4#ROCK1#CRK#MYL12A#MAP1LC3B2#ARPC4#NFKBIA#RBX1#PXN#TLR5",NA,0.0140422674719263,0.0447033652546644,NA
"Pathways in cancer","kegg",1,0.303550660620254,0.433643800886077,"CSF1R",-1,0.0108946999603413,0.0751161454504286,"KIT#CSF1R#EGFR#KNG1#IL6ST#TGFBR2#PDGFRB#LAMB1#ITGB1#FGFR1#CUL1#IGF1",1,0.639213769181972,0.695614984109793,"IL6",-1,0.97085765460642,1,"cholesterol",-1,0.468724362140741,0.628495009200732,"WNT7B",1,0.00133380021225726,0.00742195279401219,"FZD5#PPARG#EDNRB#GADD45A#TXNRD1#PLD1#MGST1#MMP9#ELOC#FAS#GNG5#PTEN#EPAS1#SPI1#BIRC5#GADD45G#CHUK#WNT11#HGF#E2F1#CCND3#CKS2#IFNGR2#LAMC1#GNB2#E2F2#PIK3CB#IFNAR1#CCNA2#PIM1#RASGRP4#GNG10#JAG1#STAT3#GSTO1#RAC1#GSTO2#FRAT1#GNAQ#MDM2#CTNNA1#TGFA#NOTCH3#RB1#E2F3#KRAS#HIF1A#DAPK3#RALBP1#RALB#RAF1#FRAT2#APAF1#FADD#MAPK3#ADCY3#ELOB#SP1#CSF3R#IFNGR1#RAD51#IGF1#CDK2#ADCY4#MAPK1#GNAI3#FLT3#ROCK1#CRK#JAK3#BCL2L11#NFKBIA#MITF#ARNT#DAPK2#RBX1#CALM3",NA,0.00716380837181988,0.0270259965840944,NA
"Malaria","kegg",1,0.31572474591681,0.443122450409558,"HBA1",-1,0.24577117479965,0.417018186918116,"PECAM1#SELE",1,0.000593922462781338,0.0659253933687285,"IL6#IL10#HGF#CXCL8#CCL2#CD40#TNF#IL18#IFNG",NA,NA,NA,NA,1,0.135278317108108,0.370744991961459,"TLR2#CR1",1,0.0519837981253534,0.113160508101617,"CR1#HGF#TLR2#IL10#SDC1#IL18#CR1L#ITGB2",NA,0.00292785773393996,0.0144787662757552,NA
"Salmonella infection","kegg",1,0.331939799331104,0.450087863499802,"CD14",1,0.109428992863761,0.288309044943461,"ACTB#ACTG1",1,0.0276970122623138,0.22406832298137,"IL6#CXCL8#CASP8#TNF#IL18",NA,NA,NA,NA,1,0.0289424599803653,0.198956807950581,"TLR2#TLR5#NFKB1#MAP2K6#CASP5#FLNA",1,0.00695320008008471,0.0260745003003177,"GAPDH#TXN#MAPK14#MAP2K6#RAB5A#MLKL#DNM2#PLEKHM1#ARL8A#CHUK#DCTN4#MAPK12#SNX18#RHOG#TLR2#PIK3CB#TUBB4B#TUBA4A#ARPC1A#IL18#RAB5C#LY96#NAIP#ACTB#RILP#RAC1#ARPC5#DYNLRB1#NLRC4#STX10#RAF1#FADD#MAPK3#MAP2K3#PYCARD",NA,0.0224829939836644,0.0609499915025902,NA
"HIF-1 signaling pathway","kegg",-1,0.349867269775737,0.466489693034316,"TF",-1,0.427986864032762,0.572928775217031,"EGFR",1,0.0866558941790988,0.271062271062273,"IL6#IFNG#VEGFA#EIF4EBP1",1,1,1,"alpha-ketoglutarate",1,0.147389384959169,0.374975935263767,"HK3#NFKB1#IL6R",1,0.00185112544280142,0.010137115520103,"GAPDH#MKNK1#LDHA#ELOC#HK2#HK3#ENO1#TIMP1#IFNGR2#EIF4E#PIK3CB#PFKFB3#STAT3#HIF1A#FLT1#MAPK3#HK1#ELOB#IFNGR1#IGF1#MAPK1#TLR4#ARNT#RBX1",NA,0.0108126978420665,0.0368531170855709,NA
"Glycolysis / Gluconeogenesis","kegg",-1,0.35586133927095,0.466703395765181,"BPGM#ALDOA#GAPDH",1,0.315117872950437,0.496263476562664,"GAPDH#ALDH3A2#ALDOA#LDHB#PKM",NA,NA,NA,NA,1,1,1,"lactate",-1,0.0155662008430334,0.141734355044462,"ALDH3A1",1,0.00112069092529132,0.00667330696720673,"GAPDH#PKM#LDHA#PGAM1#HK2#HK3",NA,0.00524374231539119,0.0219083850228235,NA
"Dilated cardiomyopathy","kegg",-1,0.395532756716967,0.494415945896209,"ITGA2B",1,0.000837566876635054,0.0169446221965399,"ACTC1#ACTB#ACTG1#MYH7#AGT#MYH6#DES#TPM2#TPM4#TPM1#TPM3",1,0.548017200191114,0.637158350846802,"TNF",NA,NA,NA,NA,-1,0.110613187946475,0.346723883662188,"TNNC1#CACNB1",-1,0.144975196084452,0.238203909839711,"CACNA2D3#ITGA4",NA,0.00414234397704365,0.0184281200004378,NA
"Hypertrophic cardiomyopathy","kegg",-1,0.395532756716967,0.494415945896209,"ITGA2B",1,0.000837566876635054,0.0169446221965399,"ACTC1#ACTB#ACTG1#MYH7#AGT#MYH6#DES#TPM2#TPM4#TPM1#TPM3",1,0.0794792164357391,0.25947626542256,"IL6",NA,NA,NA,NA,-1,0.100548438182006,0.334516919336288,"TNNC1#CACNB1",-1,0.126184379339456,0.217668054360562,"CACNA2D3#ITGA4",NA,0.00409026254380123,0.0184281200004378,NA
"Viral carcinogenesis","kegg",-1,0.437275005696059,0.538184622395149,"GSN",1,0.00279250927507968,0.0349728542545693,"H2BC10#H2BC18#H2BC5#H2BC14#HLA-A#H2BC3#H2BC13",NA,NA,NA,NA,NA,NA,NA,NA,1,0.310746109230658,0.521982983485666,"HPN",1,0.0159552071539195,0.0482854953342301,"PKM#ATP6V0D1#HIST1H2BK#CREB5#HIST1H4I#CDC20#HIST1H2BD#YWHAH#CCND3#CDK1#PIK3CB#CCNA2#YWHAE#TBPL1#STAT3#RAC1#HDAC4#MDM2#HIST1H4H#SRF#RB1#KRAS#ACTN1#CHEK1#MAPK3#GSN#HIST2H2BE#MAPKAPK2#HIST2H2BF#CDK2#MAPK1#HIST1H2BC#JAK3#HIST1H4C#NFKBIA#PXN#CCNE2",NA,0.00955112548673074,0.0338187810601588,NA
"Phagosome","kegg",1,0.455648792208934,0.542854462359107,"CD14",1,0.115090438769579,0.288309044943461,"ACTB#ACTG1",NA,NA,NA,NA,NA,NA,NA,NA,1,0.124122587688082,0.365602831329986,"TLR2#ATP6V1D#ITGAM#ATP6V1B2#FCGR1A#MARCO",1,4.74285078696512e-05,0.000481259859265579,"ATP6V0A1#ITGAM#ATP6V0D1#ATP6V1C1#LAMP2#RAB5A#NCF4#ATP6V0B#FCGR1A#CYBA#ATP6V1A#TLR2#TUBB4B#TUBA4A#FCAR#RAB5C#NCF1#ACTB#NCF2#RILP#RAC1#SEC22B#ITGB2",NA,0.000189579766817507,0.00173116260751776,NA
"Leukocyte transendothelial migration","kegg",-1,0.461426293005241,0.542854462359107,"ICAM1",1,0.0367813502577933,0.151362970383758,"ACTB#ACTG1",NA,NA,NA,NA,NA,NA,NA,NA,1,0.223405736688194,0.469450711540964,"ITGAM#PTK2B#PRKCB#CXCR4",1,0.00312826205707317,0.0149895890234756,"MAPK14#ITGAM#MMP9#NCF4#MAPK12#PTK2B#CYBA#PIK3CB#NCF1#ACTB#NCF2#RAC1#ITGB2#F11R#CTNNA1#ACTN1#VASP#GNAI3#ROCK1#MYL12A#VAV1#PXN",NA,0.0115997933327894,0.0382861788655658,NA
"Pertussis","kegg",1,0.471427932816025,0.54507514023937,"C1S#CD14",1,0.000110109936787839,0.0036198641719002,"C2#SERPING1#C1QC#C1QA#C1QB#CD14#PYCARD#C1R#C1S#C4A",1,0.0705059734009242,0.253304418134145,"IL6#IL10#CXCL8",NA,NA,NA,NA,1,0.22735191302629,0.471040490461654,"NFKB1#ITGAM#CXCL5",1,0.109664098550474,0.192051340101085,"MAPK14#ITGAM#MAPK12#IL10#CFL1#LY96#ITGB2#MAPK3#C1QC#PYCARD#MAPK1#GNAI3#TLR4#CALM3",NA,0.000549299330088547,0.00414362755523317,NA
"Staphylococcus aureus infection","kegg",1,0.476940747709448,0.54507514023937,"FGG",1,0.0374090991442748,0.151362970383758,"C2#CFB#C1QC#C1QA#C1QB#PLG#FGG#DEFA1B#C1R#C1S#C4A#MBL2",NA,NA,NA,NA,NA,NA,NA,NA,1,0.143805379846959,0.37474956418735,"C3AR1",-1,1.41259881047961e-06,2.28425396519117e-05,"HLA-DPB1#HLA-DPA1#HLA-DRA#HLA-DMB#HLA-DRB1#HLA-DMA#HLA-DQA1",NA,5.65013934485686e-06,7.48816856837523e-05,NA
"Protein processing in endoplasmic reticulum","kegg",-1,0.538280798149219,0.589896765095035,"HSP90B1#P4HB",1,0.233964438446852,0.404820048102118,"HSPA5#HSPA1A#HSPA2#HSPA8#HSP90AB1#MAN1A1#HSPA1L#SEC61B#CANX#HSP90AA1#LMAN2#CRYAB#HSP90B1",NA,NA,NA,NA,NA,NA,NA,NA,-1,0.472279486682631,0.628495009200732,"CAPN2#CAPN1#MAPK9",1,0.000195468352476191,0.00151195859785547,"CKAP4#ERO1A#SAR1B#MAN1A1#RAD23B#UBE2J1#DNAJC3#SEC24A#UBE2D1#SEC23B#UBE4B#DNAJA1#P4HB#VCP#SIL1#DNAJC5#FBXO6#NPLOC4#SEL1L#HSPA1B#SEC23A#EDEM3#SEC24D#RRBP1#UBE2G1#ATF6#EIF2AK1#UGGT1#HSPA6#PLAA#DAD1#LMAN2#RPN1#DERL3#DNAJB11#SEC62#RBX1#DERL2",NA,0.000782340228617009,0.00542944118660204,NA
"Cholesterol metabolism","kegg",1,0.637301459461087,0.673837704308619,"APOA4",-1,0.00145915006257169,0.0239534141389613,"APOC1#APOA2#APOH#APOA1#APOC3",NA,NA,NA,NA,-1,0.767212904487095,1,"cholesterol",-1,0.288933298559833,0.520049306234172,"ABCB11",1,0.0022126262117127,0.0115660006521346,"LRPAP1#VAPA#PCSK9#CETP#PLTP#TSPO#LDLR",NA,0.004408081781491,0.0191200547272172,NA
"Bacterial invasion of epithelial cells","kegg",-1,0.640145819093188,0.673837704308619,"FN1",1,0.0120356451758764,0.0772042605184267,"ACTB#ACTG1",NA,NA,NA,NA,NA,NA,NA,NA,-1,0.11034041588317,0.346723883662188,"DNM1#CDH1#CTTN#ELMO3",1,0.0139794578429306,0.0442469078514777,"WASF1#CLTC#DNM2#RHOG#PIK3CB#ARPC1A#ACTB#RAC1#ARPC5#GAB1#CTNNA1#CAV2#CLTCL1#ARPC3#CRK#ARPC4#PXN",NA,0.024610144169519,0.0646948486880537,NA
"Diabetic cardiomyopathy","kegg",-1,0.654636591478697,0.68014191322462,"GAPDH",1,0.532535337208434,0.66693711278961,"AGT#MMP2#GAPDH#COL1A1#ATP5F1B#COL1A2",NA,NA,NA,NA,1,0.796374782587513,1,"N-palmitoyl-sphingosine (d18:1/16:0)",-1,0.603473354996971,0.724354916959885,"CAMK2D#MAPK9#SLC2A1#NDUFV1#TBC1D4#VDAC1#PTPA",1,0.00605803134504135,0.0243025676051077,"GAPDH#CTSD#GSR#MAPK14#NDUFB3#G6PD#MMP9#PRKCD#NCF4#PTEN#MAPK12#CYBA#PIK3CB#NCF1#ATP5E#NCF2#RAC1#COX6B1#UQCRH#NDUFB6#NDUFS1#NDUFB9#COX7B#UQCRHL#COX6A1#NDUFA1#SDHC#SP1#COX7A2#COX5B#MPC2#UQCR10",NA,0.030964201044587,0.0762026791664659,NA
"PPAR signaling pathway","kegg",-1,0.752507361059993,0.762032770693664,"APOA1",-1,0.0175509681672523,0.0905079338821051,"APOA2#APOA1#APOC3",NA,NA,NA,NA,1,1,1,"13-HODE + 9-HODE",1,0.0993137060260462,0.333616915388466,"PLIN2#ACSL4",1,0.00681588787166187,0.0260745003003177,"PPARG#ACSL1#ACOX2#ACOX1#ACSL3#PLTP#GK#ACSL4#PLIN2#SCD#PLIN5#ME1#FADS2#PCK2#PLIN4",NA,0.0236183146145016,0.0630427320864003,NA
"Chagas disease","kegg",-1,0.959572845156369,0.959572845156369,"KNG1",1,0.0133430586734408,0.0835529626455934,"C1QC#C1QA#C1QB",1,0.092786571743084,0.278359715229252,"IL6#IL10#CXCL8#CCL2#CASP8#TNF#IFNG",NA,NA,NA,NA,1,0.00971649441744526,0.106734102208255,"FAS#TLR2#CFLAR#NFKB1#CCL3",1,0.0147700620380709,0.0459069495777878,"MAPK14#CFLAR#FAS#CHUK#MAPK12#IFNGR2#TLR2#IL10#PIK3CB#GNA15#GNAQ#FADD#MAPK3#C1QC#PPP2R1B#MAP2K4#IFNGR1#MAPK1#GNAI3#TLR4#NFKBIA",NA,0.0195913120419849,0.0552697990127542,NA
"Alcoholism","kegg",NA,NA,NA,NA,1,7.60931327059566e-07,5.00312347541665e-05,"H2AC20#H2AC1#H2AC8#H2BC10#H2BC18#H2BC5#H2BC14#H2BC3#H2BC13",NA,NA,NA,NA,-1,0.475221011137963,1,"glutamate",1,0.248889562534862,0.492740846100358,"CAMKK2#HDAC4#HIST1H2AG#GNG2#HIST1H2BF#CREB5",1,0.000102438721471199,0.000955171862366581,"HIST1H2BK#CREB5#HIST1H4I#GNG5#HIST1H2AI#H2AFJ#HIST1H2AJ#MAOB#HIST1H2BD#HAT1#GNB2#MAOA#H3F3A#H2AFZ#GNG10#HIST1H2AH#HDAC4#HIST1H4H#KRAS#RAF1#MAPK3#H2AFY#HIST2H2BE#HIST2H2BF#MAPK1#GNAI3#HIST1H2BC#HIST1H4C#ADORA2B#HIST1H2AC#CALM3#H2AFX",NA,3.02128739290357e-06,4.55820315364147e-05,NA
"Cell adhesion molecules","kegg",NA,NA,NA,NA,-1,2.92336465701482e-06,0.000131382204675105,"CD34#ICOSLG#NECTIN1#NEGR1#ALCAM#ICAM2#NCAM1#CD58#ITGA8#CADM1#PECAM1#SELE#PDCD1LG2#ITGB1#CD99",-1,0.276567692200326,0.435102252309846,"CD6",NA,NA,NA,NA,-1,0.341192938980441,0.539053684416587,"CLDN7#SDC4#CDH1",-1,1.58079490675256e-06,2.37119236012884e-05,"HLA-DPB1#HLA-DPA1#CD4#HLA-DRA#HLA-DMB#HLA-DRB1#ITGA4#HLA-DMA#HLA-DQA1",NA,4.10398395035636e-06,5.93367679489024e-05,NA
"Antigen processing and presentation","kegg",NA,NA,NA,NA,1,2.9973126541849e-06,0.000131382204675105,"B2M#HLA-A#HLA-B#HLA-C#HSPA5#HSPA1A#HLA-E#HSPA2#HSPA8#HSP90AB1#HSPA1L#CANX#HSP90AA1#CD8A",1,0.405231724796942,0.535484779195959,"TNF#IFNG",NA,NA,NA,NA,1,0.524740266112229,0.666926302392548,"KLRD1",-1,7.31655613872562e-09,2.80467985317815e-07,"HLA-DPB1#HLA-DPA1#CD4#HLA-DRA#HLA-DMB#CD74#HLA-DRB1",NA,2.9194958959146e-08,9.20968250802151e-07,NA
"Spliceosome","kegg",NA,NA,NA,NA,1,0.0009919813181134,0.0186350776188446,"HNRNPC#HNRNPU#HNRNPK#HSPA1A#HSPA2#HSPA8#HSPA1L#CDC5L#ACIN1#ALYREF#RBM8A#HNRNPM#PCBP1#RBM17",NA,NA,NA,NA,NA,NA,NA,NA,-1,0.163596064484256,0.387700262407895,"SNRNP200",-1,0.913031855425829,0.923741906515868,"NCBP2#HNRNPA1L2#PPIH#RBMX#PPIE#SF3A3#SRSF5#PRPF19#LSM4#SNRNP70#SNRNP200#SNRPA1#DDX46#THOC1#PRPF6#HSPA8#PRPF31#TCERG1",NA,0.00296251413711418,0.0144787662757552,NA
"Cardiac muscle contraction","kegg",NA,NA,NA,NA,1,0.0012164696894551,0.0213287685551128,"ACTC1#MYH7#MYH6#HRC#TPM2#TPM4#TPM1#TPM3",NA,NA,NA,NA,NA,NA,NA,NA,-1,0.0629549936175383,0.262438889056244,"TNNC1#CACNB1",1,0.0485501966806573,0.108063340998882,"ASPH#SLC9A1#COX6B1#UQCRH#ATP1B2#COX7B#UQCRHL#COX6A1#TPM1#COX7A2#COX5B#UQCR10#UQCRC1",NA,0.00349570750354486,0.0163920338341901,NA
"Vibrio cholerae infection","kegg",NA,NA,NA,NA,1,0.00173047478570443,0.0239534141389613,"ACTB#ACTG1",NA,NA,NA,NA,1,1,1,"oleoyl-linoleoyl-glycerol (18:1/18:2) [1]",1,0.202584833090944,0.449272699780759,"ATP6V1D#ATP6V1B2",1,0.00329063048550204,0.0154904496656781,"ATP6V0A1#ERO1A#ATP6V0D1#ATP6V1C1#ATP6V0B#ATP6V1A#ACTB#KDELR2#TCIRG1#ADCY3#KDELR1#ATP6V1B2",NA,0.00454663769662207,0.0194775713670106,NA
"Hippo signaling pathway","kegg",NA,NA,NA,NA,1,0.00279161986970744,0.0349728542545693,"ACTB#ACTG1",1,1,1,"TGFB1",NA,NA,NA,NA,-1,0.149819785996488,0.375635115614383,"WNT7B",-1,0.159322969512047,0.252066186369614,"AMOT#RASSF1#TCF7#WNT10B#LEF1#AXIN2#WNT1#LLGL2#LIMD1",NA,0.0108329047340871,0.0368531170855709,NA
"Autophagy - animal","kegg",NA,NA,NA,NA,-1,0.00403308395491198,0.0417100843523261,"LAMP2#LAMP1",NA,NA,NA,NA,1,0.194229854634579,0.878091434220446,"1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*",1,0.046823066455523,0.238246779317808,"CFLAR#RRAGD#CAMKK2#TANK#ATG7",1,0.000761906946482593,0.0048677388247499,"CTSD#SH3GLB1#WIPI1#CTSB#LAMP2#CFLAR#MTMR3#PRKCD#PTEN#RAB1A#RAB33B#ULK1#PIK3CB#IRS2#RHEB#RRAGD#NRBF2#WDR41#ZFYVE1#KRAS#HIF1A#DAPK3#TBK1#RAF1#MAPK3",NA,0.00252181576119172,0.0132266662516549,NA
"Viral myocarditis","kegg",NA,NA,NA,NA,1,0.00412343039224516,0.0417100843523261,"ACTB#ACTG1#MYH7#HLA-A#MYH6",1,0.114667940754898,0.295986743906219,"CD40#CASP8",NA,NA,NA,NA,-1,0.692806857724649,0.799037242575762,"DAG1",-1,5.54479576364564e-07,1.00681817813566e-05,"HLA-DPB1#HLA-DPA1#HLA-DRA#HLA-DMB#HLA-DRB1#HLA-DMA#HLA-DQA1#FYN#CD40LG",NA,2.21761111885536e-06,3.84755529121406e-05,NA
"FoxO signaling pathway","kegg",NA,NA,NA,NA,-1,0.00474874086747024,0.0446042445765954,"EGFR#TGFBR2#IGF1",1,0.0202690974552233,0.22406832298137,"IL6#IL10",-1,0.625542042382399,1,"glutamate",-1,0.691426671121019,0.799037242575762,"MAPK9#IGF1",1,0.012332937959304,0.0405225104377132,"MAPK14#GADD45A#PTEN#CCNB2#GADD45G#PLK1#CHUK#MAPK12#CCNB1#BCL6#SOD2#IL10#PIK3CB#IRS2#STAT3#MDM2#CDKN2D#KRAS#RAF1#MAPK3",NA,0.0147457754797364,0.0454194358177838,NA
"Gastric acid secretion","kegg",NA,NA,NA,NA,1,0.00508798076537187,0.0461427221135449,"ACTB#ACTG1",NA,NA,NA,NA,1,1,1,"oleoyl-linoleoyl-glycerol (18:1/18:2) [1]",-1,0.243000012842709,0.491684236512148,"CAMK2D#EZR",1,0.0331658898855193,0.0805790986655222,"SLC9A1#HRH2#KCNJ15#ACTB#GNAQ#ATP1B2#KCNJ2#ADCY3#ADCY4#GNAI3#CA2#CALM3",NA,0.017796771425879,0.0526861532700534,NA
"Necroptosis","kegg",NA,NA,NA,NA,1,0.00593222213870259,0.0520058140826261,"H2AC20#H2AC1#H2AC8",-1,0.185649012308717,0.349271870614704,"TNFSF10",-1,0.226963582819665,0.950716085051671,"myristoyl dihydrosphingomyelin (d18:0/14:0)*#sphingomyelin (d18:2/18:1)*#stearoyl sphingomyelin (d18:1/18:0)#arachidonate (20:4n6)#sphingomyelin (d18:1/24:1, d18:2/24:0)*",1,0.10943319663151,0.346723883662188,"FAS#CFLAR#STAT4#PLA2G4C#HIST1H2AG#BIRC3",1,0.0102305176910429,0.0356518040748464,"PLA2G4A#CFLAR#CHMP2A#FAS#PYGL#HIST1H2AI#FTL#MLKL#H2AFJ#HIST1H2AJ",NA,0.0179163287777127,0.0526861532700534,NA
"Hepatocellular carcinoma","kegg",NA,NA,NA,NA,1,0.00678586332464581,0.0575703888510274,"ACTB#ACTG1",1,0.387460967627065,0.535484779195959,"HGF",1,1,1,"oleoyl-linoleoyl-glycerol (18:1/18:2) [1]",1,0.0431770431120613,0.233425889324581,"SMARCD3",1,0.00619839785543064,0.0245798535646387,"FZD5#GADD45A#TXNRD1#MGST1#PTEN#GADD45G#WNT11#HGF#E2F1#E2F2#PIK3CB#ACTB#GSTO1#GSTO2#GAB1#FRAT1#TGFA#RB1#E2F3#KRAS#CSNK1A1L#RAF1#FRAT2#MAPK3",NA,0.01515700183174,0.0461357862773138,NA
"Adrenergic signaling in cardiomyocytes","kegg",NA,NA,NA,NA,1,0.00731107203290471,0.0600878732704356,"ACTC1#MYH7#AGT#MYH6#TPM2#TPM4#TPM1#TPM3",NA,NA,NA,NA,1,1,1,"oleoyl-linoleoyl-glycerol (18:1/18:2) [1]",-1,0.0402149277331879,0.224425241865855,"CAMK2D#TNNC1#CACNB1",1,0.0927699884423747,0.1675688272912,"MAPK14#KCNE1#CREB5#MAPK12#SLC9A1#PPP2R5B#GNAQ#PPP2R5A#ATP1B2#KCNE1B#MAPK3#ADCY3#PPP2R1B#PPP2R3C#TPM1#ADCY4#MAPK1#GNAI3#SCN5A",NA,0.0233579552049764,0.0628310888071845,NA
"Melanoma","kegg",NA,NA,NA,NA,-1,0.00809680278894864,0.064529064651318,"EGFR#PDGFRB#FGFR1#IGF1",1,0.485528028395639,0.611619909008948,"HGF",NA,NA,NA,NA,-1,0.346766814600337,0.53986811228951,"CDH1#IGF1",1,0.00279139261372929,0.0139569630686465,"GADD45A#PTEN#GADD45G#HGF#E2F1#E2F2#PIK3CB#MDM2#RB1#E2F3#KRAS#RAF1#MAPK3#IGF1#MAPK1",NA,0.00833711929133942,0.0309007023918253,NA
"Lysosome","kegg",NA,NA,NA,NA,-1,0.00866506767092079,0.0670268469838873,"LAMP2#LAMP1",NA,NA,NA,NA,NA,NA,NA,NA,1,0.148847804090604,0.375635115614383,"TPP1#DMXL2",1,0.00266408719683686,0.0135163247486576,"CTSD#CD63#ATP6V0A1#ATP6V0D1#CTSB#CTSA#LAMP2#CLTC#ARSB#GBA#ATP6V0B#GM2A#GLA#NEU1#CD164#LAPTM4B#IGF2R#SLC17A5#ASAH1#AP1B1#TCIRG1#SLC11A1#AP3B2#CLTCL1#TPP1#SORT1#AP1G1",NA,0.00603606439207663,0.0243338409544921,NA
"Th17 cell differentiation","kegg",NA,NA,NA,NA,-1,0.00907937935762815,0.0674425521766691,"IL1RAP#IL6ST#TGFBR2",1,0.233396752358479,0.392530901693806,"IL6",1,1,1,"oleoyl-linoleoyl-glycerol (18:1/18:2) [1]",1,0.091310099069515,0.322380553857676,"IL1R1#NFKB1#IL6R#EBI3",-1,2.12187967196797e-09,1.35553886448925e-07,"HLA-DPB1#HLA-DPA1#CD4#HLA-DRA#HLA-DMB#NFATC3#HLA-DRB1#HLA-DMA#HLA-DQA1#LCK#IL2RB#ZAP70#CD3E#GATA3#CD3G#LAT#CD247#NFATC2#PRKCQ#CD3D#TBX21#PLCG1#HLA-DQB1#IL21R#HLA-DOA",NA,1.06093959397335e-08,5.25922913012506e-07,NA
"Central carbon metabolism in cancer","kegg",NA,NA,NA,NA,-1,0.00923168014585585,0.0674425521766691,"KIT#EGFR#PDGFRB#FGFR1",NA,NA,NA,NA,-1,0.252124862483515,0.950716085051671,"tryptophan#glycine#serine#glutamine#alanine#proline#cysteine#histidine#succinate#arginine#glutamate",1,0.142721522054565,0.37474956418735,"HK3",1,0.000163184561608687,0.00134044461321421,"PKM#LDHA#PGAM1#IDH1#G6PD#HK2#HK3#PTEN",NA,0.000640836596023678,0.00453816936367788,NA
"Adherens junction","kegg",NA,NA,NA,NA,-1,0.0105975210853411,0.0751161454504286,"EGFR#NECTIN1#PTPRJ#TGFBR2#FGFR1",NA,NA,NA,NA,NA,NA,NA,NA,-1,0.393260601880418,0.579013481917552,"CDH1#ERBB2#NECTIN4",1,0.18579060867651,0.284099843902401,"WASF1",NA,0.0304989373601766,0.0755937947427234,NA
