"","virus","OR_values","2.5 %","97.5 %","variable"
"238","Human alphaherpesvirus 1 (HSV1).nasal",1.48266774689448,0.16829419804678,13.0622663953638,"symptom_shaking"
"239","Human alphaherpesvirus 1 (HSV1).nasal",0.927945500702177,0.594935765037853,1.44735432440951,"symptom_fatigue"
"240","Human alphaherpesvirus 1 (HSV1).nasal",0.541347721705852,0.293759232394806,0.997610707949611,"symptom_myalgia"
"241","Human alphaherpesvirus 1 (HSV1).nasal",0.00000000033910758732648,0,Inf,"symptom_lymphadenopathy"
"242","Human alphaherpesvirus 1 (HSV1).nasal",1.03823056018235,0.652989627680986,1.65075010444601,"symptom_allneuro"
"243","Human alphaherpesvirus 1 (HSV1).nasal",1.04289877158318,0.580275376685299,1.87434775189429,"symptom_headache"
"244","Human alphaherpesvirus 1 (HSV1).nasal",0.718811753968127,0.280769198360566,1.84026716840641,"symptom_confusion"
"245","Human alphaherpesvirus 1 (HSV1).nasal",0.00000000183493614560939,0,Inf,"symptom_seizure"
"246","Human alphaherpesvirus 1 (HSV1).nasal",1.29690890843998,0.275770367382666,6.09917857656196,"symptom_syncope"
"247","Human alphaherpesvirus 1 (HSV1).nasal",0.917258740581247,0.438625888062795,1.91818043592594,"symptom_anosmia"
"248","Human alphaherpesvirus 1 (HSV1).nasal",1.02053687839733,0.65204962692242,1.59726419150743,"symptom_allGI"
"249","Human alphaherpesvirus 1 (HSV1).nasal",1.50074720253469,0.764194058364801,2.94721234909228,"symptom_abdpain"
"250","Human alphaherpesvirus 1 (HSV1).nasal",0.746740072602465,0.418792846481843,1.33149536988214,"symptom_nausea"
"251","Human alphaherpesvirus 1 (HSV1).nasal",1.21974211057376,0.732766239048495,2.03034847544126,"symptom_diarrhea"
"252","Human alphaherpesvirus 1 (HSV1).nasal",2.17958400431008,0.411669295667914,11.539812373271,"symptom_allderm"
"253","Human alphaherpesvirus 1 (HSV1).nasal",5.5656516518933,0.891588460241269,34.7430229209564,"symptom_skinrash"
"254","Human alphaherpesvirus 1 (HSV1).nasal",0.00000000473033911021958,0,Inf,"symptom_skinulcer"
"255","Human alphaherpesvirus 1 (HSV1).nasal",0.698110372102291,0.303912462277916,1.60361338256385,"symptom_allother"
"256","Human alphaherpesvirus 1 (HSV1).nasal",1.0969808718015,0.363450562936192,3.31095107784889,"symptom_arthralgia"
"257","Human alphaherpesvirus 1 (HSV1).nasal",0.3178345490593,0.0412979797862405,2.44609545306101,"symptom_edema"
"258","Human alphaherpesvirus 1 (HSV1).nasal",0.661286000257284,0.14472366800857,3.02161477907249,"symptom_nonamb"
"259","Human alphaherpesvirus 1 (HSV1).nasal",0.0000000026698900274479,0,Inf,"symptom_bleeding"
"260","Human alphaherpesvirus 1 (HSV1).nasal",2.71248603998876,1.58824884914507,4.63251115912621,"ever_ever_esc"
"261","Human alphaherpesvirus 1 (HSV1).nasal",1.70409364976137,0.883486131686129,3.28690520768548,"ever_icu"
"262","Human alphaherpesvirus 1 (HSV1).nasal",3.19256115704237,1.57695478292282,6.46337285750477,"diedever"
"263","Human alphaherpesvirus 1 (HSV1).nasal",0.821607474671894,0.517714340288029,1.30388283635561,"ever_remdes"
"264","Human alphaherpesvirus 1 (HSV1).nasal",1.0713052558319,0.59948137328996,1.91447975251424,"ever_steroids"
"265","Human alphaherpesvirus 1 (HSV1).nasal",0.984234788395171,0.613465669330041,1.57909100234609,"ever_azithro"
"266","Human alphaherpesvirus 1 (HSV1).nasal",1.81731976298173,1.0570730632449,3.124335711276,"ever_otherabx"
